,Id_partida,Id_jugada,turno,FEN,jugada_realizada,valoracion_stockfish,mejor_jugada_stockfish,resultado
5440,59,28,negras,1r6/5p1k/4pBpp/p2b4/2p4P/P1R2P2/2P3P1/6K1 w - - 1 29,Kh7,-20.0,g1f2,0
5441,59,29,blancas,1r6/5p1k/4pBpp/p2b4/2p4P/P1R2P2/2P2KP1/8 b - - 2 29,Kf2,15.0,b8b5,0
5442,59,29,negras,8/5p1k/4pBpp/p2b4/2p4P/P1R2P2/2P2KP1/1r6 w - - 3 30,Rb1,-22.0,g2g4,0
5443,59,30,blancas,8/5p1k/4pBpp/p2b4/2p4P/P3RP2/2P2KP1/1r6 b - - 4 30,Re3,35.0,a5a4,0
5444,59,30,negras,8/5p1k/4pBpp/p2b4/2p4P/P3RP2/2P2KP1/2r5 w - - 5 31,Rc1,7.0,e3c3,0
5445,59,31,blancas,8/5p1k/4pBpp/p2b4/2p4P/P4P2/2P1RKP1/2r5 b - - 6 31,Re2,55.0,a5a4,0
5446,59,31,negras,8/5p1k/4pB1p/p2b2p1/2p4P/P4P2/2P1RKP1/2r5 w - - 0 32,g5,-17.0,h4g5,0
5447,59,32,blancas,8/5p1k/4pB1p/p2b2P1/2p5/P4P2/2P1RKP1/2r5 b - - 0 32,hxg5,20.0,h6g5,0
5448,59,32,negras,8/5p2/4pBkp/p2b2P1/2p5/P4P2/2P1RKP1/2r5 w - - 1 33,Kg6,-16.0,f6b2,0
5449,59,33,blancas,8/5p2/4p1kp/p2b2P1/2p5/P4P2/1BP1RKP1/2r5 b - - 2 33,Bb2,32.0,c1b1,0
5450,59,33,negras,8/5p2/4p1kp/p2b2P1/2p5/P4P2/1BP1RKP1/1r6 w - - 3 34,Rb1,-22.0,b2c3,0
5451,59,34,blancas,8/5p2/4p1kp/p2b2P1/2p5/P1B2P2/2P1RKP1/1r6 b - - 4 34,Bc3,39.0,h6g5,0
5452,59,34,negras,8/5p2/4p1k1/p2b2p1/2p5/P1B2P2/2P1RKP1/1r6 w - - 0 35,hxg5,-20.0,e2e1,0
5453,59,35,blancas,8/5p2/4p1k1/B2b2p1/2p5/P4P2/2P1RKP1/1r6 b - - 0 35,Bxa5,51.0,b1b5,0
5454,59,35,negras,8/5p2/4p1k1/B2b2p1/2p5/P4P2/2P1RKP1/r7 w - - 1 36,Ra1,-17.0,a5b4,0
5455,59,36,blancas,8/5p2/4p1k1/3b2p1/1Bp5/P4P2/2P1RKP1/r7 b - - 2 36,Bb4,60.0,f7f6,0
5456,59,36,negras,8/8/4p1k1/3b1pp1/1Bp5/P4P2/2P1RKP1/r7 w - - 0 37,f5,-12.0,e2e5,0
5457,59,37,blancas,8/8/4p1k1/3b1pp1/1Bp5/P3KP2/2P1R1P1/r7 b - - 1 37,Ke3,67.0,a1d1,0
5458,59,37,negras,8/8/4p1k1/3b1pp1/1Bp5/P3KP2/2P1R1P1/3r4 w - - 2 38,Rd1,0.0,e3f2,0
5459,59,38,blancas,8/8/4p1k1/3b1pp1/1Bp5/P3KP2/2PR2P1/3r4 b - - 3 38,Rd2,18.0,d1a1,0
5460,59,38,negras,8/8/4p1k1/3b1pp1/1Bp5/P3KP2/2PR2P1/6r1 w - - 4 39,Rg1,-13.0,a3a4,0
5461,59,39,blancas,8/8/4p1k1/3b1pp1/PBp5/4KP2/2PR2P1/6r1 b - - 0 39,a4,37.0,g1b1,0
5462,59,39,negras,8/8/4p1k1/3b2p1/PBp2p2/4KP2/2PR2P1/6r1 w - - 0 40,f4+,-29.0,e3d4,0
5463,59,40,blancas,8/8/4p1k1/3b2p1/PBp2p2/5P2/2PR1KP1/6r1 b - - 1 40,Kf2,30.0,g1c1,0
5464,59,40,negras,8/8/4p1k1/3b2p1/PBp2p2/5P2/2PR1KP1/1r6 w - - 2 41,Rb1,31.0,b4c3,0
5465,59,41,blancas,8/8/4p1k1/3b2p1/P1p2p2/2B2P2/2PR1KP1/1r6 b - - 3 41,Bc3,10.0,g6f5,0
5466,59,41,negras,8/8/4p3/3b1kp1/P1p2p2/2B2P2/2PR1KP1/1r6 w - - 4 42,Kf5,-7.0,g2g4,0
5467,59,42,blancas,8/8/4p3/3b1kp1/P1p2p2/2B2P2/2P1RKP1/1r6 b - - 5 42,Re2,0.0,f5g6,0
5468,59,42,negras,8/8/4p3/3b1kp1/P1p2p2/2B2P2/2P1RKP1/2r5 w - - 6 43,Rc1,10.0,a4a5,0
5469,59,43,blancas,8/8/4p3/P2b1kp1/2p2p2/2B2P2/2P1RKP1/2r5 b - - 0 43,a5,-43.0,g5g4,0
5470,59,43,negras,8/8/4p3/P2b1kp1/2p2p2/2B2P2/2P1RKP1/7r w - - 1 44,Rh1,34.0,e2e5,0
5471,59,44,blancas,8/8/4p3/P2bRkp1/2p2p2/2B2P2/2P2KP1/7r b - - 2 44,Re5+,-79.0,f5g6,0
5472,59,44,negras,8/8/4p1k1/P2bR1p1/2p2p2/2B2P2/2P2KP1/7r w - - 3 45,Kg6,25.0,a5a6,0
5473,59,45,blancas,8/8/4p1k1/P2b2p1/2p2p2/2B2P2/2P2KP1/4R2r b - - 4 45,Re1,-12.0,h1e1,0
5474,59,45,negras,8/7r/4p1k1/P2b2p1/2p2p2/2B2P2/2P2KP1/4R3 w - - 5 46,Rh7,114.0,a5a6,0
5475,59,46,blancas,8/7r/4p1k1/P2b2p1/2p2p2/2B2P2/2P2KP1/R7 b - - 6 46,Ra1,8.0,d5a8,0
5476,59,46,negras,8/r7/4p1k1/P2b2p1/2p2p2/2B2P2/2P2KP1/R7 w - - 7 47,Ra7,142.0,c3d4,0
5477,59,47,blancas,8/r7/4p1k1/P2b2p1/2pB1p2/5P2/2P2KP1/R7 b - - 8 47,Bd4,-52.0,a7a6,0
5478,59,47,negras,8/8/r3p1k1/P2b2p1/2pB1p2/5P2/2P2KP1/R7 w - - 9 48,Ra6,23.0,d4e5,0
5479,59,48,blancas,8/8/rB2p1k1/P2b2p1/2p2p2/5P2/2P2KP1/R7 b - - 10 48,Bb6,-16.0,e6e5,0
5480,59,48,negras,8/8/rB2p3/P2b1kp1/2p2p2/5P2/2P2KP1/R7 w - - 11 49,Kf5,23.0,a1d1,0
5481,59,49,blancas,8/8/rB2p3/P2b1kp1/2p2p2/5P2/2P2KP1/7R b - - 12 49,Rh1,-1.0,e6e5,0
5482,59,49,negras,r7/8/1B2p3/P2b1kp1/2p2p2/5P2/2P2KP1/7R w - - 13 50,Ra8,44.0,h1a1,0
5483,59,50,blancas,r7/8/1B2p3/P2b1kp1/2p2p2/2P2P2/5KP1/7R b - - 0 50,c3,-21.0,e6e5,0
5484,59,50,negras,r7/8/1B6/P2bpkp1/2p2p2/2P2P2/5KP1/7R w - - 0 51,e5,53.0,g2g3,0
5485,59,51,blancas,r7/8/1B6/P2bpkp1/2p2p2/2P2P2/5KP1/3R4 b - - 1 51,Rd1,-18.0,f5e6,0
5486,59,51,negras,r7/8/1B2k3/P2bp1p1/2p2p2/2P2P2/5KP1/3R4 w - - 2 52,Ke6,4.0,g2g4,0
5487,59,52,blancas,r7/8/1B2k3/P2bp1p1/2p2p2/2P2P2/5KP1/R7 b - - 3 52,Ra1,0.0,e6f5,0
5488,59,52,negras,r7/8/1B2k3/P2bp3/2p2pp1/2P2P2/5KP1/R7 w - - 0 53,g4,-14.0,f3g4,0
5489,59,53,blancas,r7/8/1B2k3/P2bp3/2p2pp1/2P2P2/5KP1/7R b - - 1 53,Rh1,7.0,g4f3,0
5490,59,53,negras,r7/8/1B2k3/P2bp3/2p2p2/2P2Pp1/5KP1/7R w - - 0 54,g3+,-10.0,f2e2,0
5491,59,54,blancas,r7/8/1B2k3/P2bp3/2p2p2/2P2Pp1/4K1P1/7R b - - 1 54,Ke2,-7.0,e6f5,0
5492,59,54,negras,r7/8/1B2k3/P2b4/2p1pp2/2P2Pp1/4K1P1/7R w - - 0 55,e4,-5.0,h1h6,0
5493,59,55,blancas,r7/8/1B2k2R/P2b4/2p1pp2/2P2Pp1/4K1P1/8 b - - 1 55,Rh6+,25.0,e6f5,0
5494,59,55,negras,r7/5k2/1B5R/P2b4/2p1pp2/2P2Pp1/4K1P1/8 w - - 2 56,Kf7,49.0,f3e4,0
5495,59,56,blancas,r7/5k2/1B5R/P2b4/2p1Pp2/2P3p1/4K1P1/8 b - - 0 56,fxe4,-12.0,d5e4,0
5496,59,56,negras,r7/5k2/1B5R/P7/2p1bp2/2P3p1/4K1P1/8 w - - 0 57,Bxe4,29.0,h6h4,0
5497,59,57,blancas,r7/5k2/1B6/P7/2p1bp1R/2P3p1/4K1P1/8 b - - 1 57,Rh4,-19.0,e4g2,0
5498,59,57,negras,r7/5k2/1B6/P7/2p2p1R/2P3p1/4K1b1/8 w - - 0 58,Bxg2,27.0,h4f4,0
5499,59,58,blancas,r7/5k2/1B6/P7/2p2R2/2P3p1/4K1b1/8 b - - 0 58,Rxf4+,-28.0,f7e6,0
5500,59,58,negras,r7/8/1B2k3/P7/2p2R2/2P3p1/4K1b1/8 w - - 1 59,Ke6,32.0,f4c4,0
5501,59,59,blancas,r7/8/1B2k3/P7/2p3R1/2P3p1/4K1b1/8 b - - 2 59,Rg4,-15.0,a8e8,0
5502,59,59,negras,r7/1b6/1B2k3/P7/2p3R1/2P3p1/4K3/8 w - - 3 60,Bb7,41.0,g4g3,0
5503,59,60,blancas,r7/1b6/1B2k3/P7/2p5/2P3R1/4K3/8 b - - 0 60,Rxg3,-56.0,a8e8,0
5504,59,60,negras,r7/1b6/1B6/P2k4/2p5/2P3R1/4K3/8 w - - 1 61,Kd5,40.0,g3g5,0
5505,59,61,blancas,r7/1b4R1/1B6/P2k4/2p5/2P5/4K3/8 b - - 2 61,Rg7,-18.0,d5c6,0
5506,59,61,negras,4r3/1b4R1/1B6/P2k4/2p5/2P5/4K3/8 w - - 3 62,Re8+,14.0,e2d2,0
5507,59,62,blancas,4r3/1b4R1/1B6/P2k4/2p5/2P5/3K4/8 b - - 4 62,Kd2,-20.0,b7a6,0
5508,59,62,negras,4r3/6R1/bB6/P2k4/2p5/2P5/3K4/8 w - - 5 63,Ba6,12.0,g7c7,0
5509,59,63,blancas,4r3/R7/bB6/P2k4/2p5/2P5/3K4/8 b - - 6 63,Ra7,-11.0,a6b5,0
5510,59,63,negras,2b1r3/R7/1B6/P2k4/2p5/2P5/3K4/8 w - - 7 64,Bc8,43.0,a5a6,0
5511,59,64,blancas,2b1r3/2R5/1B6/P2k4/2p5/2P5/3K4/8 b - - 8 64,Rc7,-39.0,d5d6,0
5512,59,64,negras,4r3/2R5/bB6/P2k4/2p5/2P5/3K4/8 w - - 9 65,Ba6,27.0,b6c5,0
5513,59,65,blancas,4r3/8/bB6/P1Rk4/2p5/2P5/3K4/8 b - - 10 65,Rc5+,-12.0,d5d6,0
5514,59,65,negras,4r3/8/bB1k4/P1R5/2p5/2P5/3K4/8 w - - 11 66,Kd6,13.0,c5f5,0
5515,59,66,blancas,4r3/8/bB1k4/P5R1/2p5/2P5/3K4/8 b - - 12 66,Rg5,-5.0,e8e6,0
5516,59,66,negras,4r3/8/bBk5/P5R1/2p5/2P5/3K4/8 w - - 13 67,Kc6,17.0,b6d4,0
5517,59,67,blancas,4r3/8/b1k5/P5R1/2pB4/2P5/3K4/8 b - - 14 67,Bd4,-24.0,e8e6,0
5518,59,67,negras,3r4/8/b1k5/P5R1/2pB4/2P5/3K4/8 w - - 15 68,Rd8,26.0,d2c1,0
5519,59,68,blancas,3r4/6R1/b1k5/P7/2pB4/2P5/3K4/8 b - - 16 68,Rg7,-8.0,d8d6,0
5520,59,68,negras,3r4/6R1/b7/Pk6/2pB4/2P5/3K4/8 w - - 17 69,Kb5,5.0,g7g1,0
5521,59,69,blancas,3r4/6R1/b7/Pk6/2pB4/2P5/2K5/8 b - - 18 69,Kc2,-9.0,b5a4,0
5522,59,69,negras,3r4/6R1/b7/P7/k1pB4/2P5/2K5/8 w - - 19 70,Ka4,0.0,d4e3,0
5523,59,70,blancas,3r4/6R1/bB6/P7/k1p5/2P5/2K5/8 b - - 20 70,Bb6,-9.0,d8d6,0
5524,59,70,negras,4r3/6R1/bB6/P7/k1p5/2P5/2K5/8 w - - 21 71,Re8,17.0,c2d2,0
5525,59,71,blancas,4r3/8/bB6/P7/k1p5/2P5/2K3R1/8 b - - 22 71,Rg2,8.0,a6b7,0
5526,59,71,negras,4r3/1b6/1B6/P7/k1p5/2P5/2K3R1/8 w - - 23 72,Bb7,-4.0,g2f2,0
5527,59,72,blancas,4r3/1b6/1B6/P7/k1p5/2P5/2K2R2/8 b - - 24 72,Rf2,-3.0,b7a8,0
5528,59,72,negras,4r3/8/1B6/P7/k1p1b3/2P5/2K2R2/8 w - - 25 73,Be4+,5.0,c2d2,0
5529,59,73,blancas,4r3/8/1B6/P7/k1p1b3/2P5/3K1R2/8 b - - 26 73,Kd2,-10.0,e8b8,0
5530,59,73,negras,8/8/1B6/P3r3/k1p1b3/2P5/3K1R2/8 w - - 27 74,Re5,3.0,a5a6,0
5531,59,74,blancas,8/8/1B6/P3r3/k1p1b3/2P1K3/5R2/8 b - - 28 74,Ke3,-12.0,e4h1,0
5532,59,74,negras,8/8/1B6/P3r3/k1p5/2PbK3/5R2/8 w - - 29 75,Bd3+,19.0,e3d4,0
5533,59,75,blancas,8/8/1B6/P3r3/k1pK4/2Pb4/5R2/8 b - - 30 75,Kd4,-11.0,e5e7,0
5534,59,75,negras,4r3/8/1B6/P7/k1pK4/2Pb4/5R2/8 w - - 31 76,Re8,34.0,a5a6,0
5535,59,76,blancas,4r3/8/1B6/P1K5/k1p5/2Pb4/5R2/8 b - - 32 76,Kc5,-18.0,e8a8,0
5536,59,76,negras,8/8/1B6/P1K1r3/k1p5/2Pb4/5R2/8 w - - 33 77,Re5+,25.0,c5d6,0
5537,59,77,blancas,8/8/1B1K4/P3r3/k1p5/2Pb4/5R2/8 b - - 34 77,Kd6,-67.0,e5b5,0
5538,59,77,negras,8/8/1B1K4/P6r/k1p5/2Pb4/5R2/8 w - - 35 78,Rh5,90.0,a5a6,0
5539,59,78,blancas,8/8/PB1K4/7r/k1p5/2Pb4/5R2/8 b - - 0 78,a6,-48.0,a4b5,0
5540,59,78,negras,8/8/PB1K4/1k5r/2p5/2Pb4/5R2/8 w - - 1 79,Kb5,160.0,a6a7,0
5541,59,79,blancas,8/P7/1B1K4/1k5r/2p5/2Pb4/5R2/8 b - - 0 79,a7,-111.0,d3e4,0
5542,59,79,negras,8/P7/1B1K4/1k5r/2p1b3/2P5/5R2/8 w - - 1 80,Be4,196.0,d6c7,0
5543,59,80,blancas,8/P7/1B1K4/1k5r/2p1b3/2P5/1R6/8 b - - 2 80,Rb2+,-195.0,b5a6,0
5544,59,80,negras,8/P7/kB1K4/7r/2p1b3/2P5/1R6/8 w - - 3 81,Ka6,276.0,b6e3,0
5545,59,81,blancas,8/P7/k2K4/7r/2pBb3/2P5/1R6/8 b - - 4 81,Bd4,-212.0,h5a5,0
5546,59,81,negras,8/P7/k2K3r/8/2pBb3/2P5/1R6/8 w - - 5 82,Rh6+,283.0,d6e5,0
5547,59,82,blancas,8/P7/k6r/4K3/2pBb3/2P5/1R6/8 b - - 6 82,Ke5,-356.0,e4a8,0
5548,59,82,negras,8/P7/k1b4r/4K3/2pB4/2P5/1R6/8 w - - 7 83,Bc6,759.0,b2a2,0
5549,59,83,blancas,8/P7/k1b4r/4K3/2pB4/2P5/R7/8 b - - 8 83,Ra2+,-341.0,a6b5,0
5550,59,83,negras,8/P7/2b4r/1k2K3/2pB4/2P5/R7/8 w - - 9 84,Kb5,355.0,a7a8n,0
5551,59,84,blancas,Q7/8/2b4r/1k2K3/2pB4/2P5/R7/8 b - - 0 84,a8=Q,-377.0,c6a8,0
5552,59,84,negras,b7/8/7r/1k2K3/2pB4/2P5/R7/8 w - - 0 85,Bxa8,461.0,a2a8,0
5553,59,85,blancas,R7/8/7r/1k2K3/2pB4/2P5/8/8 b - - 0 85,Rxa8,-390.0,h6h1,0
5554,59,85,negras,R7/8/8/1k2K2r/2pB4/2P5/8/8 w - - 1 86,Rh5+,519.0,e5d6,0
5555,59,86,blancas,R7/8/3K4/1k5r/2pB4/2P5/8/8 b - - 2 86,Kd6,-427.0,h5h7,0
5556,59,86,negras,R7/8/3K4/1k6/2pB3r/2P5/8/8 w - - 3 87,Rh4,524.0,a8b8,0
5557,59,87,blancas,R7/8/8/1k1K4/2pB3r/2P5/8/8 b - - 4 87,Kd5,-411.0,h4h3,0
5558,59,87,negras,R7/8/8/1k1K3r/2pB4/2P5/8/8 w - - 5 88,Rh5+,490.0,d4e5,0
5559,59,88,blancas,R7/8/8/1k1KB2r/2p5/2P5/8/8 b - - 6 88,Be5,-445.0,h5e5,0
5560,59,88,negras,R7/8/8/1k1KB3/2p5/2P5/8/7r w - - 7 89,Rh1,456.0,a8e8,0
5561,59,89,blancas,1R6/8/8/1k1KB3/2p5/2P5/8/7r b - - 8 89,Rb8+,-422.0,b5a4,0
5562,59,89,negras,1R6/8/k7/3KB3/2p5/2P5/8/7r w - - 9 90,Ka6,642.0,b8c8,0
5563,59,90,blancas,8/8/k7/3KB3/1Rp5/2P5/8/7r b - - 10 90,Rb4,-432.0,h1h7,0
5564,60,1,blancas,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e4,-51.0,e7e5,1
5565,60,1,negras,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,c5,40.0,g1f3,1
5566,60,2,blancas,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Nf3,-49.0,b8c6,1
5567,60,2,negras,rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,e6,48.0,c2c3,1
5568,60,3,blancas,rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,d4,0.0,c5d4,1
5569,60,3,negras,rnbqkbnr/pp1p1ppp/4p3/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,cxd4,48.0,c1d2,1
5570,60,4,blancas,rnbqkbnr/pp1p1ppp/4p3/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,Nxd4,-21.0,a7a6,1
5571,60,4,negras,rnbqkbnr/1p1p1ppp/p3p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,a6,85.0,c1e3,1
5572,60,5,blancas,rnbqkbnr/1p1p1ppp/p3p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 1 5,Nc3,-56.0,g8f6,1
5573,60,5,negras,rnbqkbnr/3p1ppp/p3p3/1p6/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,b5,-2.0,a2a3,1
5574,60,6,blancas,rnbqkbnr/3p1ppp/p3p3/1p6/3NP3/2NB4/PPP2PPP/R1BQK2R b KQkq - 1 6,Bd3,-25.0,b8c6,1
5575,60,6,negras,rnb1kbnr/3p1ppp/pq2p3/1p6/3NP3/2NB4/PPP2PPP/R1BQK2R w KQkq - 2 7,Qb6,33.0,d4b3,1
5576,60,7,blancas,rnb1kbnr/3p1ppp/pq2p3/1p6/3NP3/2NBB3/PPP2PPP/R2QK2R b KQkq - 3 7,Be3,30.0,g8f6,1
5577,60,7,negras,rnb1k1nr/3p1ppp/pq2p3/1pb5/3NP3/2NBB3/PPP2PPP/R2QK2R w KQkq - 4 8,Bc5,90.0,c3e2,1
5578,60,8,blancas,rnb1k1nr/3p1ppp/pq2p3/1pb5/3NP3/3BB3/PPP1NPPP/R2QK2R b KQkq - 5 8,Nce2,-57.0,b8c6,1
5579,60,8,negras,rnb1k2r/3p1ppp/pq2pn2/1pb5/3NP3/3BB3/PPP1NPPP/R2QK2R w KQkq - 6 9,Nf6,14.0,e4e5,1
5580,60,9,blancas,rnb1k2r/3p1ppp/pq2pn2/1pb5/3NP3/3BB3/PPP1NPPP/R2Q1RK1 b kq - 7 9,O-O,48.0,e6e5,1
5581,60,9,negras,rnb1k2r/3p1ppp/pq2p3/1pb5/3NP1n1/3BB3/PPP1NPPP/R2Q1RK1 w kq - 8 10,Ng4,-26.0,e3f4,1
5582,60,10,blancas,rnb1k2r/3p1ppp/pq2p3/1pb5/3NP1n1/3B4/PPPBNPPP/R2Q1RK1 b kq - 9 10,Bd2,130.0,b5b4,1
5583,60,10,negras,rnb1k2r/3p1ppp/pq6/1pb1p3/3NP1n1/3B4/PPPBNPPP/R2Q1RK1 w kq - 0 11,e5,139.0,e2g3,1
5584,60,11,blancas,rnb1k2r/3p1ppp/pq6/1pb1p3/1P1NP1n1/3B4/P1PBNPPP/R2Q1RK1 b kq - 0 11,b4,-118.0,c5e7,1
5585,60,11,negras,rnb1k2r/3p1ppp/pq6/1p2p3/1P1bP1n1/3B4/P1PBNPPP/R2Q1RK1 w kq - 0 12,Bxd4,112.0,e2d4,1
5586,60,12,blancas,rnb1k2r/3p1ppp/pq6/1p2p3/1P1NP1n1/3B4/P1PB1PPP/R2Q1RK1 b kq - 0 12,Nxd4,-118.0,g4f2,1
5587,60,12,negras,rnb1k2r/3p1ppp/pq6/1p2p3/1P1NP3/3B4/P1PB1nPP/R2Q1RK1 w kq - 0 13,Nxf2,198.0,f1f2,1
5588,60,13,blancas,rnb1k2r/3p1ppp/pq6/1p2p3/1P1NP3/3B4/P1PB1RPP/R2Q2K1 b kq - 0 13,Rxf2,-116.0,b6d4,1
5589,60,13,negras,rnb1k2r/3p1ppp/p7/1p2p3/1P1qP3/3B4/P1PB1RPP/R2Q2K1 w kq - 0 14,Qxd4,218.0,a2a4,1
5590,60,14,blancas,rnb1k2r/3p1ppp/p7/1p2p3/PP1qP3/3B4/2PB1RPP/R2Q2K1 b kq - 0 14,a4,-52.0,b5a4,1
5591,60,14,negras,rnb1k2r/3p1ppp/p7/4p3/pP1qP3/3B4/2PB1RPP/R2Q2K1 w kq - 0 15,bxa4,211.0,a1a4,1
5592,60,15,blancas,rnb1k2r/3p1ppp/p7/4p3/RP1qP3/3B4/2PB1RPP/3Q2K1 b kq - 0 15,Rxa4,-211.0,d7d6,1
5593,60,15,negras,rnb1k2r/3p1ppp/pq6/4p3/RP2P3/3B4/2PB1RPP/3Q2K1 w kq - 1 16,Qb6,321.0,d3c4,1
5594,60,16,blancas,rnb1k2r/3p1ppp/pq6/4p2Q/RP2P3/3B4/2PB1RPP/6K1 b kq - 2 16,Qh5,-302.0,e8g8,1
5595,60,16,negras,rnb2rk1/3p1ppp/pq6/4p2Q/RP2P3/3B4/2PB1RPP/6K1 w - - 3 17,O-O,322.0,h5e5,1
5596,60,17,blancas,rnb2rk1/3p1ppp/pq6/1P2p2Q/R3P3/3B4/2PB1RPP/6K1 b - - 0 17,b5,-32.0,d7d6,1
5597,60,17,negras,rnb2rk1/5ppp/pq1p4/1P2p2Q/R3P3/3B4/2PB1RPP/6K1 w - - 0 18,d6,44.0,d3c4,1
5598,60,18,blancas,rnb2rk1/5ppp/pq1p4/BP2p2Q/R3P3/3B4/2P2RPP/6K1 b - - 1 18,Ba5,-102.0,b6a7,1
5599,60,18,negras,rnb2rk1/1q3ppp/p2p4/BP2p2Q/R3P3/3B4/2P2RPP/6K1 w - - 2 19,Qb7,-91.0,b5b6,1
5600,60,19,blancas,rnb2rk1/1q3ppp/p2p4/BP2p2Q/2R1P3/3B4/2P2RPP/6K1 b - - 3 19,Rc4,-13.0,a6b5,1
5601,60,19,negras,rnb2rk1/1q3p1p/p2p2p1/BP2p2Q/2R1P3/3B4/2P2RPP/6K1 w - - 0 20,g6,136.0,h5h6,1
5602,60,20,blancas,rnb2rk1/1q3p1p/p2p2p1/BP2p1Q1/2R1P3/3B4/2P2RPP/6K1 b - - 1 20,Qg5,204.0,a6b5,1
5603,60,20,negras,rnb2rk1/1q3p1p/3p2p1/Bp2p1Q1/2R1P3/3B4/2P2RPP/6K1 w - - 0 21,axb5,-210.0,c4c7,1
5604,60,21,blancas,rnb2rk1/1qR2p1p/3p2p1/Bp2p1Q1/4P3/3B4/2P2RPP/6K1 b - - 1 21,Rc7,86.0,b7a6,1
5605,60,21,negras,rnb2rk1/2R2p1p/q2p2p1/Bp2p1Q1/4P3/3B4/2P2RPP/6K1 w - - 2 22,Qa6,-121.0,a5b4,1
5606,60,22,blancas,rnb2rk1/2R2p1p/q2p2p1/1p2p1Q1/4P3/3B4/2PB1RPP/6K1 b - - 3 22,Bd2,200.0,c8e6,1
5607,60,22,negras,rnb2rk1/2R2p1p/3p2p1/1p2p1Q1/4P3/3B4/q1PB1RPP/6K1 w - - 4 23,Qa2,32.0,d3b5,1
5608,60,23,blancas,rnb2rk1/4Rp1p/3p2p1/1p2p1Q1/4P3/3B4/q1PB1RPP/6K1 b - - 5 23,Re7,70.0,b8c6,1
5609,60,23,negras,r1b2rk1/3nRp1p/3p2p1/1p2p1Q1/4P3/3B4/q1PB1RPP/6K1 w - - 6 24,Nd7,17.0,h2h3,1
5610,60,24,blancas,r1b2rk1/3nRp1p/3p2p1/1B2p1Q1/4P3/8/q1PB1RPP/6K1 b - - 0 24,Bxb5,244.0,f7f6,1
5611,60,24,negras,r1b2rk1/3nR2p/3p1pp1/1B2p1Q1/4P3/8/q1PB1RPP/6K1 w - - 0 25,f6,78.0,g5h6,1
5612,60,25,blancas,r1b2rk1/3nR2p/3p1pp1/1B2p3/4P2Q/8/q1PB1RPP/6K1 b - - 1 25,Qh4,-191.0,f8f7,1
5613,60,25,negras,r1b3k1/3nRr1p/3p1pp1/1B2p3/4P2Q/8/q1PB1RPP/6K1 w - - 2 26,Rf7,-4.0,e7e8,1
5614,60,26,blancas,r1b1R1k1/3n1r1p/3p1pp1/1B2p3/4P2Q/8/q1PB1RPP/6K1 b - - 3 26,Re8+,-103.0,d7f8,1
5615,60,26,negras,r1b1Rnk1/5r1p/3p1pp1/1B2p3/4P2Q/8/q1PB1RPP/6K1 w - - 4 27,Nf8,151.0,f2f6,1
5616,60,27,blancas,r1b1Rnk1/5r1p/3p1ppB/1B2p3/4P2Q/8/q1P2RPP/6K1 b - - 5 27,Bh6,-51.0,c8e6,1
5617,60,27,negras,r3Rnk1/5r1p/3pbppB/1B2p3/4P2Q/8/q1P2RPP/6K1 w - - 6 28,Be6,52.0,c2c3,1
5618,60,28,blancas,R4nk1/5r1p/3pbppB/1B2p3/4P2Q/8/q1P2RPP/6K1 b - - 0 28,Rxa8,4.0,a2a8,1
5619,60,28,negras,q4nk1/5r1p/3pbppB/1B2p3/4P2Q/8/2P2RPP/6K1 w - - 0 29,Qxa8,24.0,f2f6,1
5620,60,29,blancas,q4nk1/5r1p/3pbRpB/1B2p3/4P2Q/8/2P3PP/6K1 b - - 0 29,Rxf6,4.0,a8a1,1
5621,60,29,negras,5nk1/q4r1p/3pbRpB/1B2p3/4P2Q/8/2P3PP/6K1 w - - 1 30,Qa7+,15.0,h4f2,1
5622,60,30,blancas,5nk1/q4r1p/3pbRpB/1B2p3/4P2Q/8/2P3PP/5K2 b - - 2 30,Kf1,3.0,a7a5,1
5623,60,30,negras,5nk1/q6p/3pbrpB/1B2p3/4P2Q/8/2P3PP/5K2 w - - 0 31,Rxf6+,15.0,h4f6,1
5624,60,31,blancas,5nk1/q6p/3pbQpB/1B2p3/4P3/8/2P3PP/5K2 b - - 0 31,Qxf6,-10.0,a7f7,1
5625,60,31,negras,5nk1/5q1p/3pbQpB/1B2p3/4P3/8/2P3PP/5K2 w - - 1 32,Qf7,13.0,h6g5,1
