,Id_partida,Id_jugada,turno,FEN,jugada_realizada,valoracion_stockfish,mejor_jugada_stockfish,resultado
4789,53,26,blancas,1rq3k1/2p2p1p/p1Qb2p1/1p4B1/8/PPP4P/5PP1/4R1K1 b - - 5 26,Qc6,"PovScore(Cp(-21), BLACK)",c8f5,2
4790,53,26,negras,1rq2bk1/2p2p1p/p1Q3p1/1p4B1/8/PPP4P/5PP1/4R1K1 w - - 6 27,Bf8,"PovScore(Cp(+48), WHITE)",b3b4,2
4791,53,27,blancas,1rq2bk1/2p2p1p/p1Q3p1/1p6/5B2/PPP4P/5PP1/4R1K1 b - - 7 27,Bf4,"PovScore(Cp(-41), BLACK)",b8b6,2
4792,53,27,negras,2q2bk1/2p2p1p/prQ3p1/1p6/5B2/PPP4P/5PP1/4R1K1 w - - 8 28,Rb6,"PovScore(Cp(+69), WHITE)",c6e8,2
4793,53,28,blancas,2q1Qbk1/2p2p1p/pr4p1/1p6/5B2/PPP4P/5PP1/4R1K1 b - - 9 28,Qe8,"PovScore(Cp(-86), BLACK)",c8e8,2
4794,53,28,negras,1rq1Qbk1/2p2p1p/p5p1/1p6/5B2/PPP4P/5PP1/4R1K1 w - - 10 29,Rb8,"PovScore(Cp(+40), WHITE)",e8c6,2
4795,53,29,blancas,1rq2bk1/2p2p1p/p1Q3p1/1p6/5B2/PPP4P/5PP1/4R1K1 b - - 11 29,Qc6,"PovScore(Cp(-45), BLACK)",b8b6,2
4796,53,29,negras,2q2bk1/2p2p1p/prQ3p1/1p6/5B2/PPP4P/5PP1/4R1K1 w - - 12 30,Rb6,"PovScore(Cp(+46), WHITE)",c6c7,2
4797,53,30,blancas,2q1Rbk1/2p2p1p/prQ3p1/1p6/5B2/PPP4P/5PP1/6K1 b - - 13 30,Re8,"PovScore(Cp(-68), BLACK)",b6c6,2
4798,53,30,negras,2q1Rbk1/2p2p1p/p1r3p1/1p6/5B2/PPP4P/5PP1/6K1 w - - 0 31,Rxc6,"PovScore(Cp(+33), WHITE)",e8c8,2
4799,53,31,blancas,2R2bk1/2p2p1p/p1r3p1/1p6/5B2/PPP4P/5PP1/6K1 b - - 0 31,Rxc8,"PovScore(Cp(-10), BLACK)",c6c3,2
4800,53,31,negras,2R2b2/2p2pkp/p1r3p1/1p6/5B2/PPP4P/5PP1/6K1 w - - 1 32,Kg7,"PovScore(Cp(+69), WHITE)",f4c7,2
4801,53,32,blancas,2R2b2/2p2pkp/p1r3p1/1p6/1P3B2/P1P4P/5PP1/6K1 b - - 0 32,b4,"PovScore(Cp(+38), BLACK)",f7f6,2
4802,53,32,negras,2R5/2p1bpkp/p1r3p1/1p6/1P3B2/P1P4P/5PP1/6K1 w - - 1 33,Be7,"PovScore(Cp(+22), WHITE)",f4c7,2
4803,53,33,blancas,8/2R1bpkp/p1r3p1/1p6/1P3B2/P1P4P/5PP1/6K1 b - - 0 33,Rxc7,"PovScore(Cp(+53), BLACK)",c6c7,2
4804,53,33,negras,8/2r1bpkp/p5p1/1p6/1P3B2/P1P4P/5PP1/6K1 w - - 0 34,Rxc7,"PovScore(Cp(-130), WHITE)",f4c7,2
4805,53,34,blancas,8/2B1bpkp/p5p1/1p6/1P6/P1P4P/5PP1/6K1 b - - 0 34,Bxc7,"PovScore(Cp(+24), BLACK)",g7f6,2
4806,53,34,negras,8/2B1bp1p/p4kp1/1p6/1P6/P1P4P/5PP1/6K1 w - - 1 35,Kf6,"PovScore(Cp(+50), WHITE)",c7b6,2
4807,53,35,blancas,8/2B1bp1p/p4kp1/1p6/1P6/P1P4P/5PP1/5K2 b - - 2 35,Kf1,"PovScore(Cp(-23), BLACK)",f6e6,2
4808,53,35,negras,8/2B1bp1p/p3k1p1/1p6/1P6/P1P4P/5PP1/5K2 w - - 3 36,Ke6,"PovScore(Cp(+20), WHITE)",c7b6,2
4809,53,36,blancas,8/2B1bp1p/p3k1p1/1p6/1P6/P1P4P/4KPP1/8 b - - 4 36,Ke2,"PovScore(Cp(-24), BLACK)",e6d5,2
4810,53,36,negras,8/2B1bp1p/p5p1/1p1k4/1P6/P1P4P/4KPP1/8 w - - 5 37,Kd5,"PovScore(Cp(+29), WHITE)",e2d3,2
4811,53,37,blancas,8/2B1bp1p/p5p1/1p1k4/1P6/P1PK3P/5PP1/8 b - - 6 37,Kd3,"PovScore(Cp(-27), BLACK)",h7h5,2
4812,53,37,negras,8/2B2p1p/p5p1/1p1k2b1/1P6/P1PK3P/5PP1/8 w - - 7 38,Bg5,"PovScore(Cp(+17), WHITE)",f2f4,2
4813,53,38,blancas,8/2B2p1p/p5p1/1p1k2b1/1P3P2/P1PK3P/6P1/8 b - - 0 38,f4,"PovScore(Cp(-6), BLACK)",g5h4,2
4814,53,38,negras,8/2B2p1p/p5p1/1p1k4/1P3P1b/P1PK3P/6P1/8 w - - 1 39,Bh4,"PovScore(Cp(0), WHITE)",g2g4,2
4815,53,39,blancas,8/2B2p1p/p5p1/1p1k4/1P3PPb/P1PK3P/8/8 b - - 0 39,g4,"PovScore(Cp(0), BLACK)",h7h5,2
4816,53,39,negras,8/2B4p/p5p1/1p1k1p2/1P3PPb/P1PK3P/8/8 w - - 0 40,f5,"PovScore(Cp(0), WHITE)",g4g5,2
4817,53,40,blancas,8/2B4p/p5p1/1p1k1pP1/1P3P1b/P1PK3P/8/8 b - - 0 40,g5,"PovScore(Cp(0), BLACK)",h4e1,2
4818,53,40,negras,8/2B4p/p5p1/1p1k1pP1/1P3P2/P1PK3P/5b2/8 w - - 1 41,Bf2,"PovScore(Cp(0), WHITE)",c7a5,2
4819,53,41,blancas,8/7p/p5p1/1p1kBpP1/1P3P2/P1PK3P/5b2/8 b - - 2 41,Be5,"PovScore(Cp(0), BLACK)",f2e1,2
4820,53,41,negras,8/7p/pb4p1/1p1kBpP1/1P3P2/P1PK3P/8/8 w - - 3 42,Bb6,"PovScore(Cp(+6), WHITE)",e5f6,2
4821,53,42,blancas,8/7p/pb4p1/1p1kBpP1/PP3P2/2PK3P/8/8 b - - 0 42,a4,"PovScore(Cp(-12), BLACK)",b5a4,2
4822,53,42,negras,3b4/7p/p5p1/1p1kBpP1/PP3P2/2PK3P/8/8 w - - 1 43,Bd8,"PovScore(Cp(+10), WHITE)",e5f6,2
4823,53,43,blancas,3b4/7p/p5p1/Pp1kBpP1/1P3P2/2PK3P/8/8 b - - 0 43,a5,"PovScore(Cp(+89), BLACK)",d8g5,2
4824,53,43,negras,8/4b2p/p5p1/Pp1kBpP1/1P3P2/2PK3P/8/8 w - - 1 44,Be7,"PovScore(Cp(+31), WHITE)",e5f6,2
4825,53,44,blancas,8/4b2p/p5p1/Pp1kBpP1/1P3P1P/2PK4/8/8 b - - 0 44,h4,"PovScore(Cp(-14), BLACK)",e7f8,2
4826,53,44,negras,5b2/7p/p5p1/Pp1kBpP1/1P3P1P/2PK4/8/8 w - - 1 45,Bf8,"PovScore(Cp(0), WHITE)",e5c7,2
4827,53,45,blancas,5b2/2B4p/p5p1/Pp1k1pP1/1P3P1P/2PK4/8/8 b - - 2 45,Bc7,"PovScore(Cp(-3), BLACK)",f8g7,2
4828,53,45,negras,5b2/2B5/p5p1/Pp1k1pPp/1P3P1P/2PK4/8/8 w - h6 0 46,h5,"PovScore(Cp(+5), WHITE)",d3e3,2
4829,53,46,blancas,5b2/8/p5p1/Pp1kBpPp/1P3P1P/2PK4/8/8 b - - 1 46,Be5,"PovScore(Cp(-11), BLACK)",f8d6,2
4830,53,46,negras,8/4b3/p5p1/Pp1kBpPp/1P3P1P/2PK4/8/8 w - - 2 47,Be7,"PovScore(Cp(0), WHITE)",e5f6,2
4831,53,47,blancas,1B6/4b3/p5p1/Pp1k1pPp/1P3P1P/2PK4/8/8 b - - 3 47,Bb8,"PovScore(Cp(-11), BLACK)",e7d8,2
4832,53,47,negras,1B1b4/8/p5p1/Pp1k1pPp/1P3P1P/2PK4/8/8 w - - 4 48,Bd8,"PovScore(Cp(0), WHITE)",d3e2,2
4833,53,48,blancas,3b4/8/p5p1/Pp1kBpPp/1P3P1P/2PK4/8/8 b - - 5 48,Be5,"PovScore(Cp(0), BLACK)",d8e7,2
4834,53,48,negras,8/4b3/p5p1/Pp1kBpPp/1P3P1P/2PK4/8/8 w - - 6 49,Be7,"PovScore(Cp(0), WHITE)",e5f6,2
4835,53,49,blancas,1B6/4b3/p5p1/Pp1k1pPp/1P3P1P/2PK4/8/8 b - - 7 49,Bb8,"PovScore(Cp(0), BLACK)",e7d8,2
4836,53,49,negras,1B1b4/8/p5p1/Pp1k1pPp/1P3P1P/2PK4/8/8 w - - 8 50,Bd8,"PovScore(Cp(+3), WHITE)",d3e2,2
4837,53,50,blancas,3b4/8/p5p1/Pp1kBpPp/1P3P1P/2PK4/8/8 b - - 9 50,Be5,"PovScore(Cp(-21), BLACK)",d8e7,2
4838,53,50,negras,8/4b3/p5p1/Pp1kBpPp/1P3P1P/2PK4/8/8 w - - 10 51,Be7,"PovScore(Cp(+13), WHITE)",e5f6,2
4839,54,1,blancas,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d4,"PovScore(Cp(-37), BLACK)",d7d5,0
4840,54,1,negras,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,Nf6,"PovScore(Cp(+25), WHITE)",g1f3,0
4841,54,2,blancas,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,c4,"PovScore(Cp(-26), BLACK)",d7d6,0
4842,54,2,negras,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,e6,"PovScore(Cp(+53), WHITE)",b1c3,0
4843,54,3,blancas,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,Nc3,"PovScore(Cp(-12), BLACK)",d7d5,0
4844,54,3,negras,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,Bb4,"PovScore(Cp(+22), WHITE)",c1d2,0
4845,54,4,blancas,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PPQ1PPPP/R1B1KBNR b KQkq - 3 4,Qc2,"PovScore(Cp(-15), BLACK)",c7c5,0
4846,54,4,negras,rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQkq - 0 5,d5,"PovScore(Cp(+13), WHITE)",g1f3,0
4847,54,5,blancas,rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/P1N5/1PQ1PPPP/R1B1KBNR b KQkq - 0 5,a3,"PovScore(Cp(0), BLACK)",b4c3,0
4848,54,5,negras,rnbqk2r/ppp2ppp/4pn2/3p4/2PP4/P1b5/1PQ1PPPP/R1B1KBNR w KQkq - 0 6,Bxc3+,"PovScore(Cp(+31), WHITE)",c2c3,0
4849,54,6,blancas,rnbqk2r/ppp2ppp/4pn2/3p4/2PP4/P1Q5/1P2PPPP/R1B1KBNR b KQkq - 0 6,Qxc3,"PovScore(Cp(-2), BLACK)",e8g8,0
4850,54,6,negras,rnbqk2r/ppp2ppp/4p3/3p4/2PPn3/P1Q5/1P2PPPP/R1B1KBNR w KQkq - 1 7,Ne4,"PovScore(Cp(+46), WHITE)",c3c2,0
4851,54,7,blancas,rnbqk2r/ppp2ppp/4p3/3p4/2PPn3/P7/1PQ1PPPP/R1B1KBNR b KQkq - 2 7,Qc2,"PovScore(Cp(-16), BLACK)",c7c5,0
4852,54,7,negras,rnbqk2r/pp3ppp/4p3/2pp4/2PPn3/P7/1PQ1PPPP/R1B1KBNR w KQkq - 0 8,c5,"PovScore(Cp(+42), WHITE)",f2f3,0
4853,54,8,blancas,rnbqk2r/pp3ppp/4p3/2Pp4/2P1n3/P7/1PQ1PPPP/R1B1KBNR b KQkq - 0 8,dxc5,"PovScore(Cp(-45), BLACK)",d8f6,0
4854,54,8,negras,r1bqk2r/pp3ppp/2n1p3/2Pp4/2P1n3/P7/1PQ1PPPP/R1B1KBNR w KQkq - 1 9,Nc6,"PovScore(Cp(+57), WHITE)",b2b4,0
4855,54,9,blancas,r1bqk2r/pp3ppp/2n1p3/2PP4/4n3/P7/1PQ1PPPP/R1B1KBNR b KQkq - 0 9,cxd5,"PovScore(Cp(+138), BLACK)",d8d5,0
4856,54,9,negras,r1bqk2r/pp3ppp/2n5/2Pp4/4n3/P7/1PQ1PPPP/R1B1KBNR w KQkq - 0 10,exd5,"PovScore(Cp(+35), WHITE)",g1f3,0
4857,54,10,blancas,r1bqk2r/pp3ppp/2n5/2Pp4/4n3/P3P3/1PQ2PPP/R1B1KBNR b KQkq - 0 10,e3,"PovScore(Cp(+22), BLACK)",e8g8,0
4858,54,10,negras,r1b1k2r/pp3ppp/2n5/q1Pp4/4n3/P3P3/1PQ2PPP/R1B1KBNR w KQkq - 1 11,Qa5+,"PovScore(Cp(+48), WHITE)",b2b4,0
4859,54,11,blancas,r1b1k2r/pp3ppp/2n5/q1Pp4/1P2n3/P3P3/2Q2PPP/R1B1KBNR b KQkq - 0 11,b4,"PovScore(Cp(-70), BLACK)",c6b4,0
4860,54,11,negras,r1b1k2r/pp3ppp/8/q1Pp4/1n2n3/P3P3/2Q2PPP/R1B1KBNR w KQkq - 0 12,Nxb4,"PovScore(Cp(+70), WHITE)",a3b4,0
4861,54,12,blancas,r1b1k2r/pp3ppp/8/q1Pp4/1P2n3/4P3/2Q2PPP/R1B1KBNR b KQkq - 0 12,axb4,"PovScore(Cp(+60), BLACK)",a5a1,0
4862,54,12,negras,r1b1k2r/pp3ppp/8/2Pp4/1P2n3/4P3/2Q2PPP/q1B1KBNR w Kkq - 0 13,Qxa1,"PovScore(Cp(+72), WHITE)",f1e2,0
4863,54,13,blancas,r1b1k2r/pp3ppp/8/1BPp4/1P2n3/4P3/2Q2PPP/q1B1K1NR b Kkq - 1 13,Bb5+,"PovScore(Cp(-178), BLACK)",c8d7,0
4864,54,13,negras,r1b2k1r/pp3ppp/8/1BPp4/1P2n3/4P3/2Q2PPP/q1B1K1NR w K - 2 14,Kf8,"PovScore(Cp(+270), WHITE)",g1e2,0
4865,54,14,blancas,r1b2k1r/pp3ppp/8/1BPp4/1P2n3/4P3/2Q1NPPP/q1B1K2R b K - 3 14,Ne2,"PovScore(Cp(-322), BLACK)",a7a6,0
4866,54,14,negras,r1b2k1r/1p3ppp/p7/1BPp4/1P2n3/4P3/2Q1NPPP/q1B1K2R w K - 0 15,a6,"PovScore(Cp(+171), WHITE)",b5d3,0
4867,54,15,blancas,r1b2k1r/1p3ppp/p7/2Pp4/1P2n3/3BP3/2Q1NPPP/q1B1K2R b K - 1 15,Bd3,"PovScore(Cp(+11), BLACK)",h7h5,0
4868,54,15,negras,r4k1r/1p1b1ppp/p7/2Pp4/1P2n3/3BP3/2Q1NPPP/q1B1K2R w K - 2 16,Bd7,"PovScore(Cp(+178), WHITE)",f2f3,0
4869,54,16,blancas,r4k1r/1p1b1ppp/p7/2Pp4/1P2n3/3BPP2/2Q1N1PP/q1B1K2R b K - 0 16,f3,"PovScore(Cp(-25), BLACK)",d7a4,0
4870,54,16,negras,r4k1r/1p3ppp/p7/2Pp4/bP2n3/3BPP2/2Q1N1PP/q1B1K2R w K - 1 17,Ba4,"PovScore(Cp(+5), WHITE)",c2b2,0
4871,54,17,blancas,r4k1r/1p3ppp/p7/2Pp4/bP2n3/3BPP2/1Q2N1PP/q1B1K2R b K - 2 17,Qb2,"PovScore(Cp(-25), BLACK)",a1b2,0
4872,54,17,negras,r4k1r/1p3ppp/p7/2Pp4/bP2n3/3BPP2/1q2N1PP/2B1K2R w K - 0 18,Qxb2,"PovScore(Cp(+66), WHITE)",c1b2,0
4873,54,18,blancas,r4k1r/1p3ppp/p7/2Pp4/bP2n3/3BPP2/1B2N1PP/4K2R b K - 0 18,Bxb2,"PovScore(Cp(-34), BLACK)",e4f6,0
4874,54,18,negras,r4k1r/1p3ppp/p7/2Pp2n1/bP6/3BPP2/1B2N1PP/4K2R w K - 1 19,Ng5,"PovScore(Cp(+1), WHITE)",e1g1,0
4875,54,19,blancas,r4k1r/1p3ppp/p7/2Pp2n1/bP1N4/3BPP2/1B4PP/4K2R b K - 2 19,Nd4,"PovScore(Cp(+62), BLACK)",g5e6,0
4876,54,19,negras,r4k1r/1p1b1ppp/p7/2Pp2n1/1P1N4/3BPP2/1B4PP/4K2R w K - 3 20,Bd7,"PovScore(Cp(+40), WHITE)",h2h4,0
4877,54,20,blancas,r4k1r/1p1b1ppp/p7/2Pp2n1/1P1N4/3BPP2/1B3KPP/7R b - - 4 20,Kf2,"PovScore(Cp(-12), BLACK)",g5e6,0
4878,54,20,negras,r4k1r/1p1b2pp/p4p2/2Pp2n1/1P1N4/3BPP2/1B3KPP/7R w - - 0 21,f6,"PovScore(Cp(-7), WHITE)",h2h4,0
4879,54,21,blancas,r4k1r/1p1b2pp/p4p2/2Pp2n1/1P1N4/3BPP2/1B3KPP/R7 b - - 1 21,Ra1,"PovScore(Cp(+61), BLACK)",g5e6,0
4880,54,21,negras,r6r/1p1bk1pp/p4p2/2Pp2n1/1P1N4/3BPP2/1B3KPP/R7 w - - 2 22,Ke7,"PovScore(Cp(-27), WHITE)",h2h4,0
4881,54,22,blancas,r6r/1p1bk1pp/p4p2/2Pp2n1/1P1N4/4PP2/1BB2KPP/R7 b - - 3 22,Bc2,"PovScore(Cp(-41), BLACK)",g5e6,0
4882,54,22,negras,r2r4/1p1bk1pp/p4p2/2Pp2n1/1P1N4/4PP2/1BB2KPP/R7 w - - 4 23,Rhd8,"PovScore(Cp(+59), WHITE)",h2h4,0
4883,54,23,blancas,r2r4/1p1bk1pp/p4p2/2Pp2n1/1P1N3P/4PP2/1BB2KP1/R7 b - - 0 23,h4,"PovScore(Cp(-37), BLACK)",g5e6,0
4884,54,23,negras,r2r4/1p1bknpp/p4p2/2Pp4/1P1N3P/4PP2/1BB2KP1/R7 w - - 1 24,Nf7,"PovScore(Cp(+59), WHITE)",c2h7,0
4885,54,24,blancas,r2r4/1p1bknpB/p4p2/2Pp4/1P1N3P/4PP2/1B3KP1/R7 b - - 0 24,Bxh7,"PovScore(Cp(-21), BLACK)",d8h8,0
4886,54,24,negras,r6r/1p1bknpB/p4p2/2Pp4/1P1N3P/4PP2/1B3KP1/R7 w - - 1 25,Rh8,"PovScore(Cp(+15), WHITE)",h7f5,0
4887,54,25,blancas,r6r/1p1bknp1/p4p2/2Pp4/1P1N3P/4PP2/1BB2KP1/R7 b - - 2 25,Bc2,"PovScore(Cp(-32), BLACK)",h8h4,0
4888,54,25,negras,r7/1p1bknp1/p4p2/2Pp4/1P1N3r/4PP2/1BB2KP1/R7 w - - 0 26,Rxh4,"PovScore(Cp(+28), WHITE)",b4b5,0
4889,54,26,blancas,r7/1p1bknp1/p4p2/2Pp4/1P1N3r/1B2PP2/1B3KP1/R7 b - - 1 26,Bb3,"PovScore(Cp(+24), BLACK)",h4h5,0
4890,54,26,negras,r7/1p1bknp1/p4p2/2Pp3r/1P1N4/1B2PP2/1B3KP1/R7 w - - 2 27,Rh5,"PovScore(Cp(+166), WHITE)",d4e2,0
4891,54,27,blancas,r7/1p1bknp1/p4p2/2Pp3r/1P6/1B2PP2/1B2NKP1/R7 b - - 3 27,Ne2,"PovScore(Cp(-59), BLACK)",f7d8,0
4892,54,27,negras,r7/1p2knp1/p1b2p2/2Pp3r/1P6/1B2PP2/1B2NKP1/R7 w - - 4 28,Bc6,"PovScore(Cp(+115), WHITE)",e2f4,0
4893,54,28,blancas,r7/1p2knp1/p1b2p2/2Pp3r/1P3N2/1B2PP2/1B3KP1/R7 b - - 5 28,Nf4,"PovScore(Cp(-42), BLACK)",h5h2,0
4894,54,28,negras,r7/1p2knp1/p1b2p2/2Pp2r1/1P3N2/1B2PP2/1B3KP1/R7 w - - 6 29,Rg5,"PovScore(Cp(+25), WHITE)",g2g4,0
4895,54,29,blancas,r7/1p2knp1/p1b2p2/1PPp2r1/5N2/1B2PP2/1B3KP1/R7 b - - 0 29,b5,"PovScore(Cp(-49), BLACK)",c6b5,0
4896,54,29,negras,r7/1p2knp1/p4p2/1bPp2r1/5N2/1B2PP2/1B3KP1/R7 w - - 0 30,Bxb5,"PovScore(Cp(+53), WHITE)",b3d5,0
4897,54,30,blancas,r7/1p2knp1/p4p2/1bPN2r1/8/1B2PP2/1B3KP1/R7 b - - 0 30,Nxd5+,"PovScore(Cp(-23), BLACK)",e7f8,0
4898,54,30,negras,r4k2/1p3np1/p4p2/1bPN2r1/8/1B2PP2/1B3KP1/R7 w - - 1 31,Kf8,"PovScore(Cp(+70), WHITE)",d5c7,0
4899,54,31,blancas,r4k2/1pN2np1/p4p2/1bP3r1/8/1B2PP2/1B3KP1/R7 b - - 2 31,Nc7,"PovScore(Cp(-50), BLACK)",a8d8,0
4900,54,31,negras,3r1k2/1pN2np1/p4p2/1bP3r1/8/1B2PP2/1B3KP1/R7 w - - 3 32,Rd8,"PovScore(Cp(+48), WHITE)",b2a3,0
4901,54,32,blancas,3r1k2/1p3np1/p3Np2/1bP3r1/8/1B2PP2/1B3KP1/R7 b - - 4 32,Ne6+,"PovScore(Cp(-45), BLACK)",f8e8,0
4902,54,32,negras,3rk3/1p3np1/p3Np2/1bP3r1/8/1B2PP2/1B3KP1/R7 w - - 5 33,Ke8,"PovScore(Cp(+118), WHITE)",g2g4,0
4903,54,33,blancas,3rk3/1p3np1/p3Np2/1bP3r1/3B4/1B2PP2/5KP1/R7 b - - 6 33,Bd4,"PovScore(Cp(-41), BLACK)",e8d7,0
4904,54,33,negras,3rk3/1p1b1np1/p3Np2/2P3r1/3B4/1B2PP2/5KP1/R7 w - - 7 34,Bd7,"PovScore(Cp(+88), WHITE)",e6g5,0
4905,54,34,blancas,3Nk3/1p1b1np1/p4p2/2P3r1/3B4/1B2PP2/5KP1/R7 b - - 0 34,Nxd8,"PovScore(Cp(-74), BLACK)",f7d8,0
4906,54,34,negras,3nk3/1p1b2p1/p4p2/2P3r1/3B4/1B2PP2/5KP1/R7 w - - 0 35,Nxd8,"PovScore(Cp(+78), WHITE)",e3e4,0
4907,54,35,blancas,3nk3/1p1b2p1/p4p2/2P3r1/3B4/1B2PP2/5KP1/7R b - - 1 35,Rh1,"PovScore(Cp(-83), BLACK)",d8e6,0
4908,54,35,negras,3n4/1p1bk1p1/p4p2/2P3r1/3B4/1B2PP2/5KP1/7R w - - 2 36,Ke7,"PovScore(Cp(+120), WHITE)",f3f4,0
4909,54,36,blancas,3n4/1p1bk1p1/p4p2/2P3r1/3BP3/1B3P2/5KP1/7R b - - 0 36,e4,"PovScore(Cp(-25), BLACK)",d8c6,0
4910,54,36,negras,8/1p1bk1p1/p3np2/2P3r1/3BP3/1B3P2/5KP1/7R w - - 1 37,Ne6,"PovScore(Cp(+179), WHITE)",d4e3,0
4911,54,37,blancas,8/1p1bk1p1/p3np2/2P3r1/4P3/1B2BP2/5KP1/7R b - - 2 37,Be3,"PovScore(Cp(-65), BLACK)",g5e5,0
4912,54,37,negras,8/1p1bk1p1/p3np2/2P1r3/4P3/1B2BP2/5KP1/7R w - - 3 38,Re5,"PovScore(Cp(+55), WHITE)",b3d5,0
4913,54,38,blancas,8/1p1bk1pR/p3np2/2P1r3/4P3/1B2BP2/5KP1/8 b - - 4 38,Rh7,"PovScore(Cp(-133), BLACK)",e7f7,0
4914,54,38,negras,5k2/1p1b2pR/p3np2/2P1r3/4P3/1B2BP2/5KP1/8 w - - 5 39,Kf8,"PovScore(Cp(+109), WHITE)",b3d5,0
4915,54,39,blancas,5k2/1p1b2pR/p3np2/2P1r3/4P3/4BP2/2B2KP1/8 b - - 6 39,Bc2,"PovScore(Cp(-51), BLACK)",f8f7,0
4916,54,39,negras,5k2/1p4pR/p1b1np2/2P1r3/4P3/4BP2/2B2KP1/8 w - - 7 40,Bc6,"PovScore(Cp(+67), WHITE)",f3f4,0
4917,54,40,blancas,5k2/1p4pR/p1b1np2/2P1r3/4PP2/4B3/2B2KP1/8 b - - 0 40,f4,"PovScore(Cp(-100), BLACK)",f8g8,0
4918,54,40,negras,5k2/1p4pR/p3np2/2P1r3/4bP2/4B3/2B2KP1/8 w - - 0 41,Bxe4,"PovScore(Cp(+155), WHITE)",h7h8,0
4919,54,41,blancas,5k1R/1p4p1/p3np2/2P1r3/4bP2/4B3/2B2KP1/8 b - - 1 41,Rh8+,"PovScore(Cp(-132), BLACK)",f8f7,0
4920,54,41,negras,7R/1p2k1p1/p3np2/2P1r3/4bP2/4B3/2B2KP1/8 w - - 2 42,Ke7,"PovScore(Cp(+265), WHITE)",f4e5,0
4921,54,42,blancas,1R6/1p2k1p1/p3np2/2P1r3/4bP2/4B3/2B2KP1/8 b - - 3 42,Rb8,"PovScore(Cp(-242), BLACK)",e6d8,0
4922,54,42,negras,1R1n4/1p2k1p1/p4p2/2P1r3/4bP2/4B3/2B2KP1/8 w - - 4 43,Nd8,"PovScore(Cp(+299), WHITE)",f4e5,0
4923,54,43,blancas,1R1n4/1p2k1p1/p4p2/2P1P3/4b3/4B3/2B2KP1/8 b - - 0 43,fxe5,"PovScore(Cp(-152), BLACK)",e4c2,0
4924,54,43,negras,1R1n4/1p2k1p1/p4p2/2P1P3/8/4B3/2b2KP1/8 w - - 0 44,Bxc2,"PovScore(Cp(+305), WHITE)",g2g4,0
4925,54,44,blancas,1R1n4/1p2k1p1/p4P2/2P5/8/4B3/2b2KP1/8 b - - 0 44,exf6+,"PovScore(Cp(-185), BLACK)",g7f6,0
4926,54,44,negras,1R1n4/1p2k3/p4p2/2P5/8/4B3/2b2KP1/8 w - - 0 45,gxf6,"PovScore(Cp(+311), WHITE)",f2f3,0
4927,54,45,blancas,1R1n4/1p2k3/p4p2/2P5/3B4/8/2b2KP1/8 b - - 1 45,Bd4,"PovScore(Cp(-131), BLACK)",c2d3,0
4928,54,45,negras,1R1n4/1p2k3/p7/2P2p2/3B4/8/2b2KP1/8 w - - 0 46,f5,"PovScore(Cp(+177), WHITE)",d4e5,0
4929,54,46,blancas,1R1n4/1p2k3/p7/2P2p2/8/4B3/2b2KP1/8 b - - 1 46,Be3,"PovScore(Cp(-213), BLACK)",e7e8,0
4930,54,46,negras,1R1n4/1p1k4/p7/2P2p2/8/4B3/2b2KP1/8 w - - 2 47,Kd7,"PovScore(Cp(+300), WHITE)",e3g5,0
4931,54,47,blancas,1R1n4/1p1k4/p7/2P2pB1/8/8/2b2KP1/8 b - - 3 47,Bg5,"PovScore(Cp(-195), BLACK)",d8c6,0
4932,54,47,negras,1R6/1p1k4/p3n3/2P2pB1/8/8/2b2KP1/8 w - - 4 48,Ne6,"PovScore(Cp(+262), WHITE)",g5e3,0
4933,54,48,blancas,8/1R1k4/p3n3/2P2pB1/8/8/2b2KP1/8 b - - 0 48,Rxb7+,"PovScore(Cp(-162), BLACK)",d7c6,0
4934,54,48,negras,2k5/1R6/p3n3/2P2pB1/8/8/2b2KP1/8 w - - 1 49,Kc8,"PovScore(Cp(+221), WHITE)",b7b2,0
4935,54,49,blancas,2k5/8/p3n3/2P2pB1/8/8/1Rb2KP1/8 b - - 2 49,Rb2,"PovScore(Cp(-281), BLACK)",c2d1,0
4936,54,49,negras,2k5/8/p3n3/2P2pB1/4b3/8/1R3KP1/8 w - - 3 50,Be4,"PovScore(Cp(+192), WHITE)",g5e7,0
4937,54,50,blancas,2k5/4B3/p3n3/2P2p2/4b3/8/1R3KP1/8 b - - 4 50,Be7,"PovScore(Cp(-285), BLACK)",e6f4,0
