,Id_partida,Id_jugada,turno,FEN,jugada_realizada,valoracion_stockfish,mejor_jugada_stockfish,resultado
1934,23,12,blancas,r1bqr1k1/pp3pbp/2pp1np1/2n5/2PNP3/1PN1BPP1/P5BP/R2Q1RK1 b - - 1 12,Be3,"PovScore(Cp(-43), BLACK)",h7h6,2
1935,23,12,negras,r1bqr1k1/pp3pbp/2p2np1/2np4/2PNP3/1PN1BPP1/P5BP/R2Q1RK1 w - - 0 13,d5,"PovScore(Cp(+92), WHITE)",c4d5,2
1936,23,13,blancas,r1bqr1k1/pp3pbp/2N2np1/2np4/2P1P3/1PN1BPP1/P5BP/R2Q1RK1 b - - 0 13,Nxc6,"PovScore(Cp(-26), BLACK)",b7c6,2
1937,23,13,negras,r1bqr1k1/p4pbp/2p2np1/2np4/2P1P3/1PN1BPP1/P5BP/R2Q1RK1 w - - 0 14,bxc6,"PovScore(Cp(+34), WHITE)",e3c5,2
1938,23,14,blancas,r1bqr1k1/p4pbp/2p2np1/2Bp4/2P1P3/1PN2PP1/P5BP/R2Q1RK1 b - - 0 14,Bxc5,"PovScore(Cp(-48), BLACK)",f6d7,2
1939,23,14,negras,r1bqr1k1/p4pbp/2p2np1/2B5/2p1P3/1PN2PP1/P5BP/R2Q1RK1 w - - 0 15,dxc4,"PovScore(Cp(-12), WHITE)",b3c4,2
1940,23,15,blancas,r1bQr1k1/p4pbp/2p2np1/2B5/2p1P3/1PN2PP1/P5BP/R4RK1 b - - 0 15,Qxd8,"PovScore(Cp(-2), BLACK)",e8d8,2
1941,23,15,negras,r1br2k1/p4pbp/2p2np1/2B5/2p1P3/1PN2PP1/P5BP/R4RK1 w - - 0 16,Rxd8,"PovScore(Cp(-72), WHITE)",b3c4,2
1942,23,16,blancas,r1br2k1/p4pbp/2p2np1/2B5/2p1P3/1PN2PP1/P5BP/R2R2K1 b - - 1 16,Rfd1,"PovScore(Cp(+10), BLACK)",c8e6,2
1943,23,16,negras,r2r2k1/p4pbp/2p1bnp1/2B5/2p1P3/1PN2PP1/P5BP/R2R2K1 w - - 2 17,Be6,"PovScore(Cp(-47), WHITE)",b3b4,2
1944,23,17,blancas,r2r2k1/p4pbp/2p1bnp1/2B5/2P1P3/2N2PP1/P5BP/R2R2K1 b - - 0 17,bxc4,"PovScore(Cp(+274), BLACK)",e6c4,2
1945,23,17,negras,r2r2k1/p2n1pbp/2p1b1p1/2B5/2P1P3/2N2PP1/P5BP/R2R2K1 w - - 1 18,Nd7,"PovScore(Cp(-279), WHITE)",c5d4,2
1946,23,18,blancas,r2r2k1/p2n1pbp/2p1b1p1/8/2PBP3/2N2PP1/P5BP/R2R2K1 b - - 2 18,Bd4,"PovScore(Cp(+156), BLACK)",g7d4,2
1947,23,18,negras,r2r2k1/p4pbp/2p1b1p1/4n3/2PBP3/2N2PP1/P5BP/R2R2K1 w - - 3 19,Ne5,"PovScore(Cp(-29), WHITE)",f3f4,2
1948,23,19,blancas,r2r2k1/p4pbp/2p1b1p1/3Nn3/2PBP3/5PP1/P5BP/R2R2K1 b - - 4 19,Nd5,"PovScore(Cp(+151), BLACK)",c6d5,2
1949,23,19,negras,r2r2k1/p4pbp/4b1p1/3pn3/2PBP3/5PP1/P5BP/R2R2K1 w - - 0 20,cxd5,"PovScore(Cp(-139), WHITE)",d4e5,2
1950,23,20,blancas,r2r2k1/p4pbp/4b1p1/3Pn3/3BP3/5PP1/P5BP/R2R2K1 b - - 0 20,cxd5,"PovScore(Cp(+59), BLACK)",e6d7,2
1951,23,20,negras,r2r2k1/p2b1pbp/6p1/3Pn3/3BP3/5PP1/P5BP/R2R2K1 w - - 1 21,Bd7,"PovScore(Cp(-41), WHITE)",f3f4,2
1952,23,21,blancas,r2r2k1/p2b1pbp/6p1/3Pn3/3BPP2/6P1/P5BP/R2R2K1 b - - 0 21,f4,"PovScore(Cp(+104), BLACK)",e5c4,2
1953,23,21,negras,r2r2k1/p2b1pbp/6p1/3P4/2nBPP2/6P1/P5BP/R2R2K1 w - - 1 22,Nc4,"PovScore(Cp(-92), WHITE)",e4e5,2
1954,23,22,blancas,r2r2k1/p2b1pbp/6p1/3PP3/2nB1P2/6P1/P5BP/R2R2K1 b - - 0 22,e5,"PovScore(Cp(+162), BLACK)",d7a4,2
1955,23,22,negras,r2r2k1/3b1pbp/6p1/p2PP3/2nB1P2/6P1/P5BP/R2R2K1 w - - 0 23,a5,"PovScore(Cp(-5), WHITE)",a1c1,2
1956,23,23,blancas,r2r2k1/3b1pbp/6p1/p2PP3/2nB1P2/6P1/P5BP/R1R3K1 b - - 1 23,Rdc1,"PovScore(Cp(+142), BLACK)",a8c8,2
1957,23,23,negras,2rr2k1/3b1pbp/6p1/p2PP3/2nB1P2/6P1/P5BP/R1R3K1 w - - 2 24,Rac8,"PovScore(Cp(-119), WHITE)",g2f1,2
1958,23,24,blancas,2rr2k1/3b1pbp/6p1/p2PP3/2nB1P2/2R3P1/P5BP/R5K1 b - - 3 24,Rc3,"PovScore(Cp(+156), BLACK)",f7f6,2
1959,23,24,negras,2rr2k1/3b1pbp/3n2p1/p2PP3/3B1P2/2R3P1/P5BP/R5K1 w - - 4 25,Nd6,"PovScore(Cp(-62), WHITE)",c3d3,2
1960,23,25,blancas,2Rr2k1/3b1pbp/3n2p1/p2PP3/3B1P2/6P1/P5BP/R5K1 b - - 0 25,Rxc8,"PovScore(Cp(+94), BLACK)",d8c8,2
1961,23,25,negras,2r3k1/3b1pbp/3n2p1/p2PP3/3B1P2/6P1/P5BP/R5K1 w - - 0 26,Rxc8,"PovScore(Cp(-137), WHITE)",h2h3,2
1962,23,26,blancas,2r3k1/3b1pbp/3n2p1/p2PP3/3B1P2/6P1/P5BP/1R4K1 b - - 1 26,Rb1,"PovScore(Cp(+175), BLACK)",d6b5,2
1963,23,26,negras,2r3k1/3b1pb1/3n2p1/p2PP2p/3B1P2/6P1/P5BP/1R4K1 w - - 0 27,h5,"PovScore(Cp(-90), WHITE)",d4e3,2
1964,23,27,blancas,2r3k1/3b1pb1/3n2p1/p2PP2p/5P2/6P1/P4BBP/1R4K1 b - - 1 27,Bf2,"PovScore(Cp(+132), BLACK)",d7f5,2
1965,23,27,negras,2r3k1/3b1pb1/6p1/p2PPn1p/5P2/6P1/P4BBP/1R4K1 w - - 2 28,Nf5,"PovScore(Cp(-28), WHITE)",d5d6,2
1966,23,28,blancas,2r3k1/3b1pb1/6p1/p2PPn1p/4BP2/6P1/P4B1P/1R4K1 b - - 3 28,Be4,"PovScore(Cp(+101), BLACK)",g7f8,2
1967,23,28,negras,6k1/3b1pb1/6p1/p2PPn1p/2r1BP2/6P1/P4B1P/1R4K1 w - - 4 29,Rc4,"PovScore(Cp(-91), WHITE)",e4d3,2
1968,23,29,blancas,6k1/3b1pb1/6p1/p2PPn1p/2r2P2/3B2P1/P4B1P/1R4K1 b - - 5 29,Bd3,"PovScore(Cp(+98), BLACK)",c4c3,2
1969,23,29,negras,6k1/3b1pb1/6p1/p2PPn1p/5P2/2rB2P1/P4B1P/1R4K1 w - - 6 30,Rc3,"PovScore(Cp(-34), WHITE)",b1b8,2
1970,23,30,blancas,6k1/3b1pb1/6p1/p2PPn1p/5P2/1RrB2P1/P4B1P/6K1 b - - 7 30,Rb3,"PovScore(Cp(+115), BLACK)",c3b3,2
1971,23,30,negras,6k1/3b1pb1/6p1/p2PPn1p/5P2/1r1B2P1/P4B1P/6K1 w - - 0 31,Rxb3,"PovScore(Cp(-103), WHITE)",a2b3,2
1972,23,31,blancas,6k1/3b1pb1/6p1/p2PPn1p/5P2/1P1B2P1/5B1P/6K1 b - - 0 31,axb3,"PovScore(Cp(+107), BLACK)",g7f8,2
1973,23,31,negras,6k1/3b1pb1/6p1/3PPn1p/p4P2/1P1B2P1/5B1P/6K1 w - - 0 32,a4,"PovScore(Cp(-97), WHITE)",b3a4,2
1974,23,32,blancas,6k1/3b1pb1/6p1/3PPn1p/P4P2/3B2P1/5B1P/6K1 b - - 0 32,bxa4,"PovScore(Cp(+98), BLACK)",d7a4,2
1975,23,32,negras,6k1/5pb1/6p1/3PPn1p/b4P2/3B2P1/5B1P/6K1 w - - 0 33,Bxa4,"PovScore(Cp(-88), WHITE)",d5d6,2
1976,23,33,blancas,6k1/5pb1/6p1/2BPPn1p/b4P2/3B2P1/7P/6K1 b - - 1 33,Bc5,"PovScore(Cp(+118), BLACK)",g7h6,2
1977,23,33,negras,6k1/3b1pb1/6p1/2BPPn1p/5P2/3B2P1/7P/6K1 w - - 2 34,Bd7,"PovScore(Cp(-98), WHITE)",d5d6,2
1978,23,34,blancas,6k1/3b1pb1/6p1/2BPPn1p/5P2/3B2P1/5K1P/8 b - - 3 34,Kf2,"PovScore(Cp(+104), BLACK)",f7f6,2
1979,23,34,negras,5bk1/3b1p2/6p1/2BPPn1p/5P2/3B2P1/5K1P/8 w - - 4 35,Bf8,"PovScore(Cp(-85), WHITE)",d5d6,2
1980,23,35,blancas,5bk1/3b1p2/3P2p1/2B1Pn1p/5P2/3B2P1/5K1P/8 b - - 0 35,d6,"PovScore(Cp(+126), BLACK)",f5h6,2
1981,23,35,negras,6k1/3b1pb1/3P2p1/2B1Pn1p/5P2/3B2P1/5K1P/8 w - - 1 36,Bg7,"PovScore(Cp(-88), WHITE)",c5b4,2
1982,23,36,blancas,6k1/3b1pb1/3P2p1/2B1Pn1p/2B2P2/6P1/5K1P/8 b - - 2 36,Bc4,"PovScore(Cp(+94), BLACK)",f5h6,2
1983,23,36,negras,5k2/3b1pb1/3P2p1/2B1Pn1p/2B2P2/6P1/5K1P/8 w - - 3 37,Kf8,"PovScore(Cp(-58), WHITE)",c4d3,2
1984,23,37,blancas,5k2/3b1pb1/3P2p1/2BBPn1p/5P2/6P1/5K1P/8 b - - 4 37,Bd5,"PovScore(Cp(+87), BLACK)",f8e8,2
1985,23,37,negras,4k3/3b1pb1/3P2p1/2BBPn1p/5P2/6P1/5K1P/8 w - - 5 38,Ke8,"PovScore(Cp(-112), WHITE)",d5c4,2
1986,23,38,blancas,4k3/3b1pb1/3P2p1/2BBPn1p/5P2/5KP1/7P/8 b - - 6 38,Kf3,"PovScore(Cp(+72), BLACK)",f5h6,2
1987,23,38,negras,4k3/3b1p2/3P2pb/2BBPn1p/5P2/5KP1/7P/8 w - - 7 39,Bh6,"PovScore(Cp(-87), WHITE)",d5c4,2
1988,23,39,blancas,4k3/3b1p2/3P2pb/2BBPn1p/5P2/5KPP/8/8 b - - 0 39,h3,"PovScore(Cp(+131), BLACK)",d7a4,2
1989,23,39,negras,4k3/3b1pn1/3P2pb/2BBP2p/5P2/5KPP/8/8 w - - 1 40,Ng7,"PovScore(Cp(-94), WHITE)",g3g4,2
1990,23,40,blancas,4k3/3b1pn1/3P2pb/2BBP2p/5PP1/5K1P/8/8 b - - 0 40,g4,"PovScore(Cp(+66), BLACK)",g7e6,2
1991,23,40,negras,4k3/3b1pn1/3P2pb/2BBP3/5Pp1/5K1P/8/8 w - - 0 41,hxg4+,"PovScore(Cp(-46), WHITE)",h3g4,2
1992,23,41,blancas,4k3/3b1pn1/3P2pb/2BBP3/5PP1/5K2/8/8 b - - 0 41,hxg4,"PovScore(Cp(+73), BLACK)",g7e6,2
1993,23,41,negras,4k3/3b1p2/3Pn1pb/2BBP3/5PP1/5K2/8/8 w - - 1 42,Ne6,"PovScore(Cp(-47), WHITE)",c5e3,2
1994,23,42,blancas,4k3/3b1p2/3Pn1pb/3BP3/5PP1/4BK2/8/8 b - - 2 42,Be3,"PovScore(Cp(+59), BLACK)",h6g7,2
1995,23,42,negras,3nk3/3b1p2/3P2pb/3BP3/5PP1/4BK2/8/8 w - - 3 43,Nd8,"PovScore(Cp(-68), WHITE)",f3g3,2
1996,23,43,blancas,3nk3/3b1p2/3P2pb/4P3/4BPP1/4BK2/8/8 b - - 4 43,Be4,"PovScore(Cp(+97), BLACK)",h6g7,2
1997,23,43,negras,3nk3/3b1pb1/3P2p1/4P3/4BPP1/4BK2/8/8 w - - 5 44,Bg7,"PovScore(Cp(-70), WHITE)",f3g3,2
1998,23,44,blancas,3nk3/3b1pb1/3P2p1/3BP3/5PP1/4BK2/8/8 b - - 6 44,Bd5,"PovScore(Cp(+74), BLACK)",f7f6,2
1999,23,44,negras,3nk3/3b1pb1/3P4/3BP1p1/5PP1/4BK2/8/8 w - - 0 45,g5,"PovScore(Cp(-90), WHITE)",d5b3,2
2000,23,45,blancas,3nk3/3b1pb1/3P4/3BPPp1/6P1/4BK2/8/8 b - - 0 45,f5,"PovScore(Cp(+114), BLACK)",g7e5,2
2001,23,45,negras,3nk3/3b1p2/3P4/3BbPp1/6P1/4BK2/8/8 w - - 0 46,Bxe5,"PovScore(Cp(-133), WHITE)",d5a8,2
2002,23,46,blancas,3nk3/3b1p2/3P4/3BbPB1/6P1/5K2/8/8 b - - 0 46,Bxg5,"PovScore(Cp(+119), BLACK)",f7f6,2
2003,23,46,negras,4k3/3b1p2/2nP4/3BbPB1/6P1/5K2/8/8 w - - 1 47,Nc6,"PovScore(Cp(-60), WHITE)",g5c1,2
2004,23,47,blancas,4k3/3b1p2/2nP4/3BbP2/5BP1/5K2/8/8 b - - 2 47,Bf4,"PovScore(Cp(+115), BLACK)",c6d4,2
2005,23,47,negras,4k3/3b1pb1/2nP4/3B1P2/5BP1/5K2/8/8 w - - 3 48,Bg7,"PovScore(Cp(-122), WHITE)",d5c6,2
2006,23,48,blancas,4k3/3b1pb1/2nP4/3B1P2/4KBP1/8/8/8 b - - 4 48,Ke4,"PovScore(Cp(+63), BLACK)",c6b4,2
2007,23,48,negras,4k3/3b1pb1/3P4/3B1P2/1n2KBP1/8/8/8 w - - 5 49,Nb4,"PovScore(Cp(-110), WHITE)",f4e5,2
2008,23,49,blancas,4k3/1B1b1pb1/3P4/5P2/1n2KBP1/8/8/8 b - - 6 49,Bb7,"PovScore(Cp(+102), BLACK)",d7a4,2
2009,23,49,negras,4k3/1B3pb1/3P4/5P2/bn2KBP1/8/8/8 w - - 7 50,Ba4,"PovScore(Cp(-31), WHITE)",f4d2,2
2010,23,50,blancas,4k3/1B3pb1/3P4/4BP2/bn2K1P1/8/8/8 b - - 8 50,Be5,"PovScore(Cp(+113), BLACK)",f7f6,2
2011,23,50,negras,4k3/1B3p2/3P3b/4BP2/bn2K1P1/8/8/8 w - - 9 51,Bh6,"PovScore(Cp(-131), WHITE)",e4d4,2
2012,23,51,blancas,4k3/1B3p2/3P3b/4BP2/bn4P1/5K2/8/8 b - - 10 51,Kf3,"PovScore(Cp(+148), BLACK)",b4d3,2
2013,23,51,negras,8/1B1k1p2/3P3b/4BP2/bn4P1/5K2/8/8 w - - 11 52,Kd7,"PovScore(Cp(-104), WHITE)",b7e4,2
2014,23,52,blancas,8/3k1p2/3P3b/4BP2/bn2B1P1/5K2/8/8 b - - 12 52,Be4,"PovScore(Cp(+165), BLACK)",a4c6,2
2015,23,52,negras,8/3k1p2/2nP3b/4BP2/b3B1P1/5K2/8/8 w - - 13 53,Nc6,"PovScore(Cp(-44), WHITE)",e4c6,2
2016,23,53,blancas,8/3k1p2/2nP3b/5P2/b3BBP1/5K2/8/8 b - - 14 53,Bf4,"PovScore(Cp(+131), BLACK)",a4d1,2
2017,23,53,negras,5b2/3k1p2/2nP4/5P2/b3BBP1/5K2/8/8 w - - 15 54,Bf8,"PovScore(Cp(-81), WHITE)",g4g5,2
2018,23,54,blancas,5b2/3k1p2/2nP4/3B1P2/b4BP1/5K2/8/8 b - - 16 54,Bd5,"PovScore(Cp(+54), BLACK)",a4d1,2
2019,23,54,negras,5b2/3k4/2nP1p2/3B1P2/b4BP1/5K2/8/8 w - - 0 55,f6,"PovScore(Cp(-26), WHITE)",d5e6,2
2020,23,55,blancas,5b2/3k4/2nP1p2/3B1PP1/b4B2/5K2/8/8 b - - 0 55,g5,"PovScore(Cp(+19), BLACK)",c6b4,2
2021,23,55,negras,5b2/3k4/2nP4/3B1Pp1/b4B2/5K2/8/8 w - - 0 56,fxg5,"PovScore(Cp(-4), WHITE)",d5e6,2
2022,23,56,blancas,5b2/3k4/2nP4/3B1PB1/b7/5K2/8/8 b - - 0 56,Bxg5,"PovScore(Cp(+48), BLACK)",c6b4,2
2023,23,56,negras,5b2/8/2nk4/3B1PB1/b7/5K2/8/8 w - - 0 57,Kxd6,"PovScore(Cp(-19), WHITE)",d5c6,2
2024,23,57,blancas,5b2/8/2Bk4/5PB1/b7/5K2/8/8 b - - 0 57,Bxc6,"PovScore(Cp(+26), BLACK)",a4c6,2
2025,23,57,negras,5b2/8/2bk4/5PB1/8/5K2/8/8 w - - 0 58,Bxc6+,"PovScore(Cp(-27), WHITE)",f3e3,2
2026,23,58,blancas,5b2/8/2bk4/5PB1/8/6K1/8/8 b - - 1 58,Kg3,"PovScore(Cp(+9), BLACK)",d6e5,2
2027,23,58,negras,5b2/8/2b5/4kPB1/8/6K1/8/8 w - - 2 59,Ke5,"PovScore(Cp(-21), WHITE)",f5f6,2
2028,23,59,blancas,5b2/8/2b5/4kP2/5B2/6K1/8/8 b - - 3 59,Bf4+,"PovScore(Cp(+17), BLACK)",e5f5,2
2029,23,59,negras,5b2/8/2b5/5k2/5B2/6K1/8/8 w - - 0 60,Kxf5,"PovScore(Cp(-31), WHITE)",f4d2,2
2030,23,60,blancas,1B3b2/8/2b5/5k2/8/6K1/8/8 b - - 1 60,Bb8,"PovScore(Cp(+15), BLACK)",f8b4,2
2031,23,60,negras,1B6/8/2b5/2b2k2/8/6K1/8/8 w - - 2 61,Bc5,"PovScore(Cp(-32), WHITE)",b8f4,2
2032,23,61,blancas,8/2B5/2b5/2b2k2/8/6K1/8/8 b - - 3 61,Bc7,"PovScore(Cp(+14), BLACK)",c5b4,2
2033,24,1,blancas,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e4,"PovScore(Cp(-51), BLACK)",e7e5,1
2034,24,1,negras,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e5,"PovScore(Cp(+34), WHITE)",g1f3,1
2035,24,2,blancas,rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,Bc4,"PovScore(Cp(+55), BLACK)",g8f6,1
2036,24,2,negras,rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,Nf6,"PovScore(Cp(+36), WHITE)",g1f3,1
2037,24,3,blancas,rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/3P4/PPP2PPP/RNBQK1NR b KQkq - 0 3,d3,"PovScore(Cp(+37), BLACK)",c7c6,1
2038,24,3,negras,rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/3P4/PPP2PPP/RNBQK1NR w KQkq - 0 4,c6,"PovScore(Cp(-12), WHITE)",g1f3,1
2039,24,4,blancas,rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 1 4,Nf3,"PovScore(Cp(+24), BLACK)",d7d5,1
2040,24,4,negras,rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 5,d5,"PovScore(Cp(+3), WHITE)",c4b3,1
2041,24,5,blancas,rnbqkb1r/pp3ppp/2p2n2/3pp3/4P3/1B1P1N2/PPP2PPP/RNBQK2R b KQkq - 1 5,Bb3,"PovScore(Cp(0), BLACK)",d5e4,1
2042,24,5,negras,rnbqk2r/pp3ppp/2p2n2/3pp3/1b2P3/1B1P1N2/PPP2PPP/RNBQK2R w KQkq - 2 6,Bb4+,"PovScore(Cp(+5), WHITE)",b1d2,1
2043,24,6,blancas,rnbqk2r/pp3ppp/2p2n2/3pp3/1b2P3/1BPP1N2/PP3PPP/RNBQK2R b KQkq - 0 6,c3,"PovScore(Cp(-23), BLACK)",b4d6,1
2044,24,6,negras,rnbqk2r/pp3ppp/2pb1n2/3pp3/4P3/1BPP1N2/PP3PPP/RNBQK2R w KQkq - 1 7,Bd6,"PovScore(Cp(+54), WHITE)",e1g1,1
2045,24,7,blancas,rnbqk2r/pp3ppp/2pb1n2/3pp1B1/4P3/1BPP1N2/PP3PPP/RN1QK2R b KQkq - 2 7,Bg5,"PovScore(Cp(-21), BLACK)",b8d7,1
2046,24,7,negras,rnbqk2r/pp3ppp/2pb1n2/4p1B1/4p3/1BPP1N2/PP3PPP/RN1QK2R w KQkq - 0 8,dxe4,"PovScore(Cp(+17), WHITE)",d3e4,1
2047,24,8,blancas,rnbqk2r/pp3ppp/2pb1n2/4p1B1/4P3/1BP2N2/PP3PPP/RN1QK2R b KQkq - 0 8,dxe4,"PovScore(Cp(+16), BLACK)",h7h6,1
2048,24,8,negras,rnbqk2r/pp3pp1/2pb1n1p/4p1B1/4P3/1BP2N2/PP3PPP/RN1QK2R w KQkq - 0 9,h6,"PovScore(Cp(+10), WHITE)",g5e3,1
2049,24,9,blancas,rnbqk2r/pp3pp1/2pb1n1p/4p3/4P2B/1BP2N2/PP3PPP/RN1QK2R b KQkq - 1 9,Bh4,"PovScore(Cp(-18), BLACK)",b8a6,1
2050,24,9,negras,rnb1k2r/pp2qpp1/2pb1n1p/4p3/4P2B/1BP2N2/PP3PPP/RN1QK2R w KQkq - 2 10,Qe7,"PovScore(Cp(+20), WHITE)",e1g1,1
2051,24,10,blancas,rnb1k2r/pp2qpp1/2pb1n1p/4p3/4P2B/1BP2N2/PP1N1PPP/R2QK2R b KQkq - 3 10,Nbd2,"PovScore(Cp(-19), BLACK)",b8d7,1
2052,24,10,negras,r1b1k2r/pp1nqpp1/2pb1n1p/4p3/4P2B/1BP2N2/PP1N1PPP/R2QK2R w KQkq - 4 11,Nbd7,"PovScore(Cp(+8), WHITE)",d2c4,1
2053,24,11,blancas,r1b1k2r/pp1nqpp1/2pb1n1p/4p3/4P3/1BP2NB1/PP1N1PPP/R2QK2R b KQkq - 5 11,Bg3,"PovScore(Cp(+45), BLACK)",d7c5,1
2054,24,11,negras,r1b1k2r/ppbnqpp1/2p2n1p/4p3/4P3/1BP2NB1/PP1N1PPP/R2QK2R w KQkq - 6 12,Bc7,"PovScore(Cp(-24), WHITE)",e1g1,1
2055,24,12,blancas,r1b1k2r/ppbnqpp1/2p2n1p/4p3/4P3/1BP2NB1/PP1N1PPP/R2Q1RK1 b kq - 7 12,O-O,"PovScore(Cp(+82), BLACK)",e8g8,1
2056,24,12,negras,r1b1k2r/ppbnqpp1/2p4p/4p2n/4P3/1BP2NB1/PP1N1PPP/R2Q1RK1 w kq - 8 13,Nh5,"PovScore(Cp(-48), WHITE)",g3h4,1
2057,24,13,blancas,r1b1k2r/ppbnqpp1/2p4p/4p2n/4P3/1BP2NBP/PP1N1PP1/R2Q1RK1 b kq - 0 13,h3,"PovScore(Cp(+82), BLACK)",d7c5,1
2058,24,13,negras,r1b1k2r/ppbnqpp1/2p4p/4p3/4P3/1BP2NnP/PP1N1PP1/R2Q1RK1 w kq - 0 14,Nxg3,"PovScore(Cp(-67), WHITE)",f2g3,1
2059,24,14,blancas,r1b1k2r/ppbnqpp1/2p4p/4p3/4P3/1BP2NPP/PP1N2P1/R2Q1RK1 b kq - 0 14,fxg3,"PovScore(Cp(+80), BLACK)",d7c5,1
2060,24,14,negras,r1b1k2r/ppb1qpp1/2p4p/2n1p3/4P3/1BP2NPP/PP1N2P1/R2Q1RK1 w kq - 1 15,Nc5,"PovScore(Cp(-57), WHITE)",g1h2,1
2061,24,15,blancas,r1b1k2r/ppb1qBp1/2p4p/2n1p3/4P3/2P2NPP/PP1N2P1/R2Q1RK1 b kq - 0 15,Bxf7+,"PovScore(Cp(+66), BLACK)",e7f7,1
2062,24,15,negras,r1b4r/ppb1qkp1/2p4p/2n1p3/4P3/2P2NPP/PP1N2P1/R2Q1RK1 w - - 0 16,Kxf7,"PovScore(Cp(-112), WHITE)",b2b4,1
2063,24,16,blancas,r1b4r/ppb1qkp1/2p4p/2n1N3/4P3/2P3PP/PP1N2P1/R2Q1RK1 b - - 0 16,Nxe5+,"PovScore(Cp(-95), BLACK)",f7g8,1
2064,24,16,negras,r1b3kr/ppb1q1p1/2p4p/2n1N3/4P3/2P3PP/PP1N2P1/R2Q1RK1 w - - 1 17,Kg8,"PovScore(Cp(+42), WHITE)",e5g6,1
2065,24,17,blancas,r1b3kr/ppb1q1p1/2p3Np/2n5/4P3/2P3PP/PP1N2P1/R2Q1RK1 b - - 2 17,Ng6,"PovScore(Cp(-5), BLACK)",e7d6,1
2066,24,17,negras,r1b3kr/ppb3p1/2p3Np/2n3q1/4P3/2P3PP/PP1N2P1/R2Q1RK1 w - - 3 18,Qg5,"PovScore(Cp(+2), WHITE)",f1f8,1
2067,24,18,blancas,r1b2Rkr/ppb3p1/2p3Np/2n3q1/4P3/2P3PP/PP1N2P1/R2Q2K1 b - - 4 18,Rf8+,"PovScore(Cp(-13), BLACK)",g8h7,1
2068,24,18,negras,r1b2R1r/ppb3pk/2p3Np/2n3q1/4P3/2P3PP/PP1N2P1/R2Q2K1 w - - 5 19,Kh7,"PovScore(Cp(-132), WHITE)",g6h8,1
2069,24,19,blancas,r1b2R1N/ppb3pk/2p4p/2n3q1/4P3/2P3PP/PP1N2P1/R2Q2K1 b - - 0 19,Nxh8,"PovScore(Cp(-2), BLACK)",c8g4,1
2070,24,19,negras,r4R1N/ppb3pk/2p4p/2n3q1/4P1b1/2P3PP/PP1N2P1/R2Q2K1 w - - 1 20,Bg4,"PovScore(Cp(-26), WHITE)",d1f1,1
2071,24,20,blancas,r4R1N/ppb3pk/2p4p/2n3q1/4P1b1/2P3PP/PP1N2P1/R4QK1 b - - 2 20,Qf1,"PovScore(Cp(+144), BLACK)",a8f8,1
2072,24,20,negras,r4R1N/ppb3pk/2p4p/6q1/4P1b1/2Pn2PP/PP1N2P1/R4QK1 w - - 3 21,Nd3,"PovScore(Cp(-2), WHITE)",f8a8,1
2073,24,21,blancas,r4R1N/ppb3pk/2p4p/6q1/4P1b1/2PQ2PP/PP1N2P1/R5K1 b - - 0 21,Qxd3,"PovScore(Cp(+41), BLACK)",a8f8,1
2074,24,21,negras,5r1N/ppb3pk/2p4p/6q1/4P1b1/2PQ2PP/PP1N2P1/R5K1 w - - 0 22,Rxf8,"PovScore(Cp(-38), WHITE)",h3g4,1
2075,24,22,blancas,5r1N/ppb3pk/2p4p/6q1/4P1P1/2PQ2P1/PP1N2P1/R5K1 b - - 0 22,hxg4,"PovScore(Cp(+95), BLACK)",h7h8,1
2076,24,22,negras,5r1N/ppb3pk/2p4p/8/4P1q1/2PQ2P1/PP1N2P1/R5K1 w - - 0 23,Qxg4,"PovScore(Cp(-37), WHITE)",a1f1,1
2077,24,23,blancas,5r1N/ppb3pk/2p4p/8/4P1q1/2PQ1NP1/PP4P1/R5K1 b - - 1 23,Nf3,"PovScore(Cp(-8), BLACK)",h7h8,1
2078,24,23,negras,5r1N/ppb3pk/2p4p/8/4P3/2PQ1Nq1/PP4P1/R5K1 w - - 0 24,Qxg3,"PovScore(Cp(-7), WHITE)",a1f1,1
2079,24,24,blancas,5r1N/ppb3pk/2p4p/4P3/8/2PQ1Nq1/PP4P1/R5K1 b - - 0 24,e5+,"PovScore(Cp(+187), BLACK)",h7h8,1
2080,24,24,negras,5r1k/ppb3p1/2p4p/4P3/8/2PQ1Nq1/PP4P1/R5K1 w - - 0 25,Kxh8,"PovScore(Cp(+51), WHITE)",a1e1,1
2081,24,25,blancas,5r1k/ppb3p1/2p1P2p/8/8/2PQ1Nq1/PP4P1/R5K1 b - - 0 25,e6,"PovScore(Cp(-41), BLACK)",f8d8,1
