,Id_partida,Id_jugada,turno,FEN,jugada_realizada,valoracion_stockfish,mejor_jugada_stockfish,resultado,parte_partida
5276,58,3,blancas,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,Bb5,-35.0,g8f6,2,Apertura
5277,58,3,negras,r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,a6,54.0,b5a4,2,Apertura
5278,58,4,blancas,r1bqkbnr/1ppp1ppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4,Ba4,-48.0,f8c5,2,Apertura
5279,58,4,negras,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5,Nf6,33.0,b1c3,2,Apertura
5280,58,5,blancas,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 3 5,O-O,28.0,f6e4,2,Apertura
5281,58,5,negras,r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 4 6,Be7,23.0,d2d3,2,Apertura
5282,58,6,blancas,r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 b kq - 5 6,Re1,-61.0,d7d6,2,Apertura
5283,58,6,negras,r1bqk2r/2ppbppp/p1n2n2/1p2p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 w kq - 0 7,b5,25.0,a4b3,2,Apertura
5284,58,7,blancas,r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 b kq - 1 7,Bb3,-14.0,e8g8,2,Apertura
5285,58,7,negras,r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 w - - 2 8,O-O,46.0,c2c3,2,Apertura
5286,58,8,blancas,r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1B3N1P/PPPP1PP1/RNBQR1K1 b - - 0 8,h3,-24.0,a6a5,2,Apertura
5287,58,8,negras,r2q1rk1/1bppbppp/p1n2n2/1p2p3/4P3/1B3N1P/PPPP1PP1/RNBQR1K1 w - - 1 9,Bb7,43.0,d2d3,2,Medio_juego
5288,58,9,blancas,r2q1rk1/1bppbppp/p1n2n2/1p2p3/4P3/1B1P1N1P/PPP2PP1/RNBQR1K1 b - - 0 9,d3,-28.0,g8h8,2,Medio_juego
5289,58,9,negras,r2q1rk1/1bp1bppp/p1np1n2/1p2p3/4P3/1B1P1N1P/PPP2PP1/RNBQR1K1 w - - 0 10,d6,22.0,c2c3,2,Medio_juego
5290,58,10,blancas,r2q1rk1/1bp1bppp/p1np1n2/1p2p3/P3P3/1B1P1N1P/1PP2PP1/RNBQR1K1 b - - 0 10,a4,-49.0,h7h6,2,Medio_juego
5291,58,10,negras,r2q1rk1/1bp1bppp/p2p1n2/np2p3/P3P3/1B1P1N1P/1PP2PP1/RNBQR1K1 w - - 1 11,Na5,13.0,b3a2,2,Medio_juego
5292,58,11,blancas,r2q1rk1/1bp1bppp/p2p1n2/np2p3/P3P3/3P1N1P/BPP2PP1/RNBQR1K1 b - - 2 11,Ba2,16.0,b5b4,2,Medio_juego
5293,58,11,negras,r2q1rk1/1b2bppp/p2p1n2/npp1p3/P3P3/3P1N1P/BPP2PP1/RNBQR1K1 w - - 0 12,c5,41.0,c1g5,2,Medio_juego
5294,58,12,blancas,r2q1rk1/1b2bppp/p2p1n2/npp1p1B1/P3P3/3P1N1P/BPP2PP1/RN1QR1K1 b - - 1 12,Bg5,-46.0,a5c6,2,Medio_juego
5295,58,12,negras,r2q1rk1/1b2bppp/p2p1n2/n1p1p1B1/Pp2P3/3P1N1P/BPP2PP1/RN1QR1K1 w - - 0 13,b4,68.0,b1d2,2,Medio_juego
5296,58,13,blancas,r2q1rk1/1b2bppp/p2p1n2/n1p1p1B1/Pp2P3/3P1N1P/BPPN1PP1/R2QR1K1 b - - 1 13,Nbd2,-23.0,d8d7,2,Medio_juego
5297,58,13,negras,r2q1rk1/1b1nbppp/p2p4/n1p1p1B1/Pp2P3/3P1N1P/BPPN1PP1/R2QR1K1 w - - 2 14,Nd7,112.0,g5e3,2,Medio_juego
5298,58,14,blancas,r2q1rk1/1b1nBppp/p2p4/n1p1p3/Pp2P3/3P1N1P/BPPN1PP1/R2QR1K1 b - - 0 14,Bxe7,-58.0,d8e7,2,Medio_juego
5299,58,14,negras,r4rk1/1b1nqppp/p2p4/n1p1p3/Pp2P3/3P1N1P/BPPN1PP1/R2QR1K1 w - - 0 15,Qxe7,158.0,d1c1,2,Medio_juego
5300,58,15,blancas,r4rk1/1b1nqppp/p2p4/n1p1p3/Pp2P3/3P1N1P/BPP2PP1/R2QRNK1 b - - 1 15,Nf1,-78.0,g8h8,2,Medio_juego
5301,58,15,negras,r4rk1/1b2qppp/pn1p4/n1p1p3/Pp2P3/3P1N1P/BPP2PP1/R2QRNK1 w - - 2 16,Nb6,130.0,f1e3,2,Medio_juego
5302,58,16,blancas,r4rk1/1b2qppp/pn1p4/n1p1p3/Pp2P3/2PP1N1P/BP3PP1/R2QRNK1 b - - 0 16,c3,-102.0,a5c6,2,Medio_juego
5303,58,16,negras,r4rk1/1b2qppp/pn1p4/n1p1p3/P3P3/2pP1N1P/BP3PP1/R2QRNK1 w - - 0 17,bxc3,113.0,b2c3,2,Medio_juego
5304,58,17,blancas,r4rk1/1b2qppp/pn1p4/n1p1p3/P3P3/2PP1N1P/B4PP1/R2QRNK1 b - - 0 17,bxc3,-101.0,c5c4,2,Medio_juego
5305,58,17,negras,r4rk1/1bq2ppp/pn1p4/n1p1p3/P3P3/2PP1N1P/B4PP1/R2QRNK1 w - - 1 18,Qc7,84.0,f1e3,2,Medio_juego
5306,58,18,blancas,r4rk1/1bq2ppp/pn1p4/n1p1p3/P3P3/2PPNN1P/B4PP1/R2QR1K1 b - - 2 18,Ne3,-74.0,f8b8,2,Medio_juego
5307,58,18,negras,r4rk1/1bq2ppp/pn1p4/n3p3/P1p1P3/2PPNN1P/B4PP1/R2QR1K1 w - - 0 19,c4,148.0,f3h4,2,Medio_juego
5308,58,19,blancas,r4rk1/1bq2ppp/pn1p4/n3p3/P1P1P3/2P1NN1P/B4PP1/R2QR1K1 b - - 0 19,dxc4,72.0,b7c6,2,Medio_juego
5309,58,19,negras,r1b2rk1/2q2ppp/pn1p4/n3p3/P1P1P3/2P1NN1P/B4PP1/R2QR1K1 w - - 1 20,Bc8,112.0,f3d2,2,Medio_juego
5310,58,20,blancas,r1b2rk1/2q2ppp/pn1p4/n3pN2/P1P1P3/2P2N1P/B4PP1/R2QR1K1 b - - 2 20,Nf5,-25.0,c8f5,2,Medio_juego
5311,58,20,negras,r1b2rk1/2q2ppp/p2p4/n3pN2/P1n1P3/2P2N1P/B4PP1/R2QR1K1 w - - 0 21,Nbxc4,68.0,f3h4,2,Medio_juego
5312,58,21,blancas,r1b2rk1/2q2ppp/p2p4/n3pN2/P1n1P3/2P4P/B2N1PP1/R2QR1K1 b - - 1 21,Nd2,-88.0,c4b2,2,Medio_juego
5313,58,21,negras,r1b2rk1/2q2ppp/p7/n2ppN2/P1n1P3/2P4P/B2N1PP1/R2QR1K1 w - - 0 22,d5,48.0,d2c4,2,Medio_juego
5314,58,22,blancas,r1b2rk1/2q2ppp/p7/n2pp3/P1n1P3/2P1N2P/B2N1PP1/R2QR1K1 b - - 1 22,Ne3,-50.0,c4e3,2,Medio_juego
5315,58,22,negras,r1b2rk1/2q2ppp/p7/n2pp3/P3P3/2P1n2P/B2N1PP1/R2QR1K1 w - - 0 23,Nxe3,104.0,e1e3,2,Medio_juego
5316,58,23,blancas,r1b2rk1/2q2ppp/p7/n2pp3/P3P3/2P1R2P/B2N1PP1/R2Q2K1 b - - 0 23,Rxe3,-95.0,a5c4,2,Medio_juego
5317,58,23,negras,r1b2rk1/2q2ppp/p7/n3p3/P3p3/2P1R2P/B2N1PP1/R2Q2K1 w - - 0 24,dxe4,151.0,d2e4,2,Medio_juego
5318,58,24,blancas,r1b2rk1/2q2ppp/p7/n3p3/P3N3/2P1R2P/B4PP1/R2Q2K1 b - - 0 24,Nxe4,-76.0,f8d8,2,Medio_juego
5319,58,24,negras,r4rk1/2q2ppp/p7/n3pb2/P3N3/2P1R2P/B4PP1/R2Q2K1 w - - 1 25,Bf5,111.0,e4d6,2,Medio_juego
5320,58,25,blancas,r4rk1/2q2ppp/p2Q4/n3pb2/P3N3/2P1R2P/B4PP1/R5K1 b - - 2 25,Qd6,-105.0,c7d6,2,Medio_juego
5321,58,25,negras,2r2rk1/2q2ppp/p2Q4/n3pb2/P3N3/2P1R2P/B4PP1/R5K1 w - - 3 26,Rac8,124.0,d6a6,2,Medio_juego
5322,58,26,blancas,2r2rk1/2Q2ppp/p7/n3pb2/P3N3/2P1R2P/B4PP1/R5K1 b - - 0 26,Qxc7,-91.0,c8c7,2,Medio_juego
5323,58,26,negras,5rk1/2r2ppp/p7/n3pb2/P3N3/2P1R2P/B4PP1/R5K1 w - - 0 27,Rxc7,84.0,e4g3,2,Medio_juego
5324,58,27,blancas,5rk1/2r2ppp/p2N4/n3pb2/P7/2P1R2P/B4PP1/R5K1 b - - 1 27,Nd6,-124.0,f5e6,2,Medio_juego
5325,58,27,negras,5rk1/2r2ppp/p2Nb3/n3p3/P7/2P1R2P/B4PP1/R5K1 w - - 2 28,Be6,68.0,e3e5,2,Medio_juego
5326,58,28,blancas,5rk1/2r2ppp/p2NB3/n3p3/P7/2P1R2P/5PP1/R5K1 b - - 0 28,Bxe6,-90.0,f7e6,2,Medio_juego
5327,58,28,negras,5rk1/2r3pp/p2Np3/n3p3/P7/2P1R2P/5PP1/R5K1 w - - 0 29,fxe6,118.0,e3e5,2,Medio_juego
5328,58,29,blancas,5rk1/2r3pp/p2Np3/n3R3/P7/2P4P/5PP1/R5K1 b - - 0 29,Rxe5,-101.0,a5b3,2,Medio_juego
5329,58,29,negras,5rk1/2r3pp/p2Np3/4R3/P7/1nP4P/5PP1/R5K1 w - - 1 30,Nb3,98.0,a1e1,2,Medio_juego
5330,58,30,blancas,5rk1/2r3pp/p2Np3/4R3/P7/1nP4P/5PP1/1R4K1 b - - 2 30,Rb1,-83.0,b3d2,2,Medio_juego
5331,58,30,negras,5rk1/2r3pp/p2Np3/2n1R3/P7/2P4P/5PP1/1R4K1 w - - 3 31,Nc5,136.0,a4a5,2,Medio_juego
5332,58,31,blancas,5rk1/2r3pp/p2Np3/P1n1R3/8/2P4P/5PP1/1R4K1 b - - 0 31,a5,-109.0,f8d8,2,Medio_juego
5333,58,31,negras,3r2k1/2r3pp/p2Np3/P1n1R3/8/2P4P/5PP1/1R4K1 w - - 1 32,Rd8,87.0,d6c4,2,Medio_juego
5334,58,32,blancas,3r2k1/2r3pp/p3p3/P1n1R3/4N3/2P4P/5PP1/1R4K1 b - - 2 32,Ne4,-112.0,c5e4,2,Medio_juego
5335,58,32,negras,3r2k1/2r3pp/p3p3/P3R3/4n3/2P4P/5PP1/1R4K1 w - - 0 33,Nxe4,110.0,e5e4,2,Medio_juego
5336,58,33,blancas,3r2k1/2r3pp/p3p3/P7/4R3/2P4P/5PP1/1R4K1 b - - 0 33,Rxe4,-78.0,c7c3,2,Final
5337,58,33,negras,6k1/2r3pp/p3p3/P2r4/4R3/2P4P/5PP1/1R4K1 w - - 1 34,Rd5,88.0,e4f4,2,Final
5338,58,34,blancas,6k1/2r3pp/p3p3/P2r4/R7/2P4P/5PP1/1R4K1 b - - 2 34,Ra4,-134.0,c7c3,2,Final
5339,58,34,negras,6k1/6pp/p3p3/P1rr4/R7/2P4P/5PP1/1R4K1 w - - 3 35,Rcc5,55.0,c3c4,2,Final
5340,58,35,blancas,6k1/6pp/p3p3/P1rr4/R1P5/7P/5PP1/1R4K1 b - - 0 35,c4,-62.0,c5a5,2,Final
5341,58,35,negras,6k1/6pp/p3p3/P1r1r3/R1P5/7P/5PP1/1R4K1 w - - 1 36,Re5,67.0,f2f4,2,Final
5342,58,36,blancas,6k1/6pp/pR2p3/P1r1r3/R1P5/7P/5PP1/6K1 b - - 2 36,Rb6,-56.0,c5a5,2,Final
5343,58,36,negras,6k1/6pp/pR2p3/r3r3/R1P5/7P/5PP1/6K1 w - - 0 37,Rxa5,9.0,b6a6,2,Final
5344,58,37,blancas,6k1/6pp/R3p3/r3r3/R1P5/7P/5PP1/6K1 b - - 0 37,Rxa6,-54.0,e5e1,2,Final
5345,58,37,negras,6k1/6pp/r3p3/4r3/R1P5/7P/5PP1/6K1 w - - 0 38,Rxa6,59.0,a4a6,2,Final
5346,58,38,blancas,6k1/6pp/R3p3/4r3/2P5/7P/5PP1/6K1 b - - 0 38,Rxa6,-61.0,e5e1,2,Final
5347,58,38,negras,6k1/6pp/R3p3/8/2P5/7P/4rPP1/6K1 w - - 1 39,Re2,85.0,g1f1,2,Final
5348,58,39,blancas,6k1/6pp/4p3/8/R1P5/7P/4rPP1/6K1 b - - 2 39,Ra4,-43.0,e2c2,2,Final
5349,58,39,negras,6k1/6pp/4p3/8/R1P5/7P/2r2PP1/6K1 w - - 3 40,Rc2,62.0,g2g3,2,Final
5350,58,40,blancas,6k1/6pp/4p3/2P5/R7/7P/2r2PP1/6K1 b - - 0 40,c5,-7.0,c2c5,2,Final
5351,58,40,negras,8/5kpp/4p3/2P5/R7/7P/2r2PP1/6K1 w - - 1 41,Kf7,28.0,a4a5,2,Final
5352,58,41,blancas,R7/5kpp/4p3/2P5/8/7P/2r2PP1/6K1 b - - 2 41,Ra8,0,c2c5,2,Final
5353,58,41,negras,R7/5kpp/8/2P1p3/8/7P/2r2PP1/6K1 w - - 0 42,e5,57.0,a8a5,2,Final
5354,58,42,blancas,2R5/5kpp/8/2P1p3/8/7P/2r2PP1/6K1 b - - 1 42,Rc8,-69.0,h7h5,2,Final
5355,58,42,negras,2R5/6pp/4k3/2P1p3/8/7P/2r2PP1/6K1 w - - 2 43,Ke6,54.0,f2f3,2,Final
5356,58,43,blancas,2R5/6pp/2P1k3/4p3/8/7P/2r2PP1/6K1 b - - 0 43,c6,-78.0,c2c4,2,Final
5357,58,43,negras,2R5/7p/2P1k1p1/4p3/8/7P/2r2PP1/6K1 w - - 0 44,g6,58.0,f2f3,2,Final
5358,58,44,blancas,8/2R4p/2P1k1p1/4p3/8/7P/2r2PP1/6K1 b - - 1 44,Rc7,-71.0,c2c1,2,Final
5359,58,44,negras,8/2R4p/2P2kp1/4p3/8/7P/2r2PP1/6K1 w - - 2 45,Kf6,77.0,g2g3,2,Final
5360,58,45,blancas,8/2R4p/2P2kp1/4p3/8/5P1P/2r3P1/6K1 b - - 0 45,f3,-71.0,h7h5,2,Final
5361,58,45,negras,8/2R5/2P2kp1/4p2p/8/5P1P/2r3P1/6K1 w - - 0 46,h5,36.0,h3h4,2,Final
5362,58,46,blancas,8/2R5/2P2kp1/4p2p/8/5P1P/2r3PK/8 b - - 1 46,Kh2,-61.0,h5h4,2,Final
5363,58,46,negras,8/2R5/2P2kp1/4p3/7p/5P1P/2r3PK/8 w - - 0 47,h4,63.0,c7h7,2,Final
5364,58,47,blancas,2R5/8/2P2kp1/4p3/7p/5P1P/2r3PK/8 b - - 1 47,Rc8,-62.0,f6e7,2,Final
5365,58,47,negras,2R5/6k1/2P3p1/4p3/7p/5P1P/2r3PK/8 w - - 2 48,Kg7,42.0,c6c7,2,Final
5366,58,48,blancas,2R5/6k1/2P3p1/4p3/7p/5P1P/2r3P1/6K1 b - - 3 48,Kg1,-71.0,c2c3,2,Final
5367,58,48,negras,2R5/6k1/2P3p1/4p3/2r4p/5P1P/6P1/6K1 w - - 4 49,Rc4,99.0,c6c7,2,Final
5368,58,49,blancas,2R5/6k1/2P3p1/4p3/2r4p/5P1P/6P1/5K2 b - - 5 49,Kf1,-117.0,g7f6,2,Final
5369,58,49,negras,2R5/6k1/2P3p1/8/2r1p2p/5P1P/6P1/5K2 w - - 0 50,e4,122.0,f3e4,2,Final
5370,58,50,blancas,2R5/6k1/2P3p1/8/2r1p2p/5P1P/4K1P1/8 b - - 1 50,Ke2,-128.0,c4c2,2,Final
5371,58,50,negras,2R5/6k1/2P3p1/8/2r4p/5p1P/4K1P1/8 w - - 0 51,exf3+,116.0,e2f3,2,Final
5372,58,51,blancas,2R5/6k1/2P3p1/8/2r4p/4Kp1P/6P1/8 b - - 1 51,Ke3,12.0,f3g2,2,Final
5373,58,51,negras,2R5/8/2P2kp1/8/2r4p/4Kp1P/6P1/8 w - - 2 52,Kf6,87.0,e3f3,2,Final
5374,58,52,blancas,2R5/8/2P2kp1/8/2r4p/4KP1P/8/8 b - - 0 52,gxf3,-20.0,f6e5,2,Final
5375,58,52,negras,2R5/6k1/2P3p1/8/2r4p/4KP1P/8/8 w - - 1 53,Kg7,235.0,c6c7,2,Final
5376,58,53,blancas,2R5/2P3k1/6p1/8/2r4p/4KP1P/8/8 b - - 0 53,c7,-114.0,g6g5,2,Final
5377,58,53,negras,2R5/2P3k1/6p1/8/7p/4KP1P/8/2r5 w - - 1 54,Rc1,101.0,e3d2,2,Final
5378,58,54,blancas,2R5/2P3k1/6p1/8/5P1p/4K2P/8/2r5 b - - 0 54,f4,-196.0,c1e1,2,Final
5379,58,54,negras,2R5/2P4k/6p1/8/5P1p/4K2P/8/2r5 w - - 1 55,Kh7,99.0,e3e4,2,Final
5380,58,55,blancas,2R5/2P4k/6p1/8/4KP1p/7P/8/2r5 b - - 2 55,Ke4,-106.0,h7g7,2,Final
5381,58,55,negras,2R5/2P3k1/6p1/8/4KP1p/7P/8/2r5 w - - 3 56,Kg7,93.0,e4d5,2,Final
5382,59,1,blancas,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e4,-51.0,e7e5,0,Apertura
5383,59,1,negras,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d5,92.0,e4e5,0,Apertura
5384,59,2,blancas,rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,exd5,-112.0,d8d5,0,Apertura
5385,59,2,negras,rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,Qxd5,121.0,b1c3,0,Apertura
5386,59,3,blancas,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,Nc3,-115.0,d5d8,0,Apertura
5387,59,3,negras,rnb1kbnr/ppp1pppp/3q4/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4,Qd6,136.0,d2d4,0,Apertura
5388,59,4,blancas,rnb1kbnr/ppp1pppp/3q4/8/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,d4,-63.0,b8c6,0,Apertura
5389,59,4,negras,rnb1kb1r/ppp1pppp/3q1n2/8/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 5,Nf6,119.0,g1f3,0,Apertura
5390,59,5,blancas,rnb1kb1r/ppp1pppp/3q1n2/8/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 2 5,Nf3,-118.0,b8c6,0,Apertura
5391,59,5,negras,rnb1kb1r/pp2pppp/2pq1n2/8/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 6,c6,141.0,f1c4,0,Apertura
5392,59,6,blancas,rnb1kb1r/pp2pppp/2pq1n2/8/3P4/2N2N1P/PPP2PP1/R1BQKB1R b KQkq - 0 6,h3,-105.0,g7g6,0,Apertura
5393,59,6,negras,r1b1kb1r/pp1npppp/2pq1n2/8/3P4/2N2N1P/PPP2PP1/R1BQKB1R w KQkq - 1 7,Nbd7,157.0,f1d3,0,Apertura
5394,59,7,blancas,r1b1kb1r/pp1npppp/2pq1n2/8/3P4/2NB1N1P/PPP2PP1/R1BQK2R b KQkq - 2 7,Bd3,-169.0,d6c7,0,Medio_juego
5395,59,7,negras,r1b1kb1r/pp1npp1p/2pq1np1/8/3P4/2NB1N1P/PPP2PP1/R1BQK2R w KQkq - 0 8,g6,138.0,a2a4,0,Medio_juego
5396,59,8,blancas,r1b1kb1r/pp1npp1p/2pq1np1/8/3P4/2NB1N1P/PPP2PP1/R1BQ1RK1 b kq - 1 8,O-O,-129.0,f8g7,0,Medio_juego
5397,59,8,negras,r1b1k2r/pp1nppbp/2pq1np1/8/3P4/2NB1N1P/PPP2PP1/R1BQ1RK1 w kq - 2 9,Bg7,172.0,f1e1,0,Medio_juego
5398,59,9,blancas,r1b1k2r/pp1nppbp/2pq1np1/8/3P4/2NB1N1P/PPP2PP1/R1BQR1K1 b kq - 3 9,Re1,-109.0,e8g8,0,Medio_juego
5399,59,9,negras,r1b2rk1/pp1nppbp/2pq1np1/8/3P4/2NB1N1P/PPP2PP1/R1BQR1K1 w - - 4 10,O-O,133.0,a2a4,0,Medio_juego
5400,59,10,blancas,r1b2rk1/pp1nppbp/2pq1np1/8/3P4/2NB1N1P/PPP1QPP1/R1B1R1K1 b - - 5 10,Qe2,-152.0,f8e8,0,Medio_juego
5401,59,10,negras,r1b2rk1/pp1n1pbp/2pqpnp1/8/3P4/2NB1N1P/PPP1QPP1/R1B1R1K1 w - - 0 11,e6,142.0,a2a4,0,Medio_juego
5402,59,11,blancas,r1b2rk1/pp1n1pbp/2pqpnp1/6B1/3P4/2NB1N1P/PPP1QPP1/R3R1K1 b - - 1 11,Bg5,-136.0,d6c7,0,Medio_juego
5403,59,11,negras,r1b2rk1/p2n1pbp/1ppqpnp1/6B1/3P4/2NB1N1P/PPP1QPP1/R3R1K1 w - - 0 12,b6,140.0,a1d1,0,Medio_juego
5404,59,12,blancas,r1b2rk1/p2n1pbp/1ppqpnp1/6B1/3P4/2NB1N1P/PPP1QPP1/3RR1K1 b - - 1 12,Rad1,-113.0,c8b7,0,Medio_juego
5405,59,12,negras,r4rk1/pb1n1pbp/1ppqpnp1/6B1/3P4/2NB1N1P/PPP1QPP1/3RR1K1 w - - 2 13,Bb7,100.0,f3e5,0,Medio_juego
5406,59,13,blancas,r4rk1/pb1n1pbp/1ppqpnp1/4N1B1/3P4/2NB3P/PPP1QPP1/3RR1K1 b - - 3 13,Ne5,-170.0,a8e8,0,Medio_juego
5407,59,13,negras,r4rk1/pb1n1pbp/1p1qpnp1/2p1N1B1/3P4/2NB3P/PPP1QPP1/3RR1K1 w - - 0 14,c5,92.0,c3b5,0,Medio_juego
5408,59,14,blancas,r4rk1/pb1n1pbp/1p1qpnp1/2P1N1B1/8/2NB3P/PPP1QPP1/3RR1K1 b - - 0 14,dxc5,23.0,d6e5,0,Medio_juego
5409,59,14,negras,r4rk1/pb1n1pbp/1p2pnp1/2P1q1B1/8/2NB3P/PPP1QPP1/3RR1K1 w - - 0 15,Qxe5,-40.0,e2e5,0,Medio_juego
5410,59,15,blancas,r4rk1/pb1n1pbp/1p2pnp1/2P1Q1B1/8/2NB3P/PPP2PP1/3RR1K1 b - - 0 15,Qxe5,28.0,d7e5,0,Medio_juego
5411,59,15,negras,r4rk1/pb3pbp/1p2pnp1/2P1n1B1/8/2NB3P/PPP2PP1/3RR1K1 w - - 0 16,Nxe5,13.0,e1e5,0,Medio_juego
5412,59,16,blancas,r4rk1/pb3pbp/1p2pnp1/2P1R1B1/8/2NB3P/PPP2PP1/3R2K1 b - - 0 16,Rxe5,55.0,f6g4,0,Medio_juego
5413,59,16,negras,r4rk1/pb3pbp/1p2p1p1/2PnR1B1/8/2NB3P/PPP2PP1/3R2K1 w - - 1 17,Nd5,16.0,e5e1,0,Medio_juego
5414,59,17,blancas,r4rk1/pb3pbp/1p2p1p1/2Pn2B1/8/2NB3P/PPP2PP1/3RR1K1 b - - 2 17,Ree1,54.0,d5c3,0,Medio_juego
5415,59,17,negras,r4rk1/pb3pbp/1p2p1p1/2P3B1/8/2nB3P/PPP2PP1/3RR1K1 w - - 0 18,Nxc3,-57.0,b2c3,0,Medio_juego
5416,59,18,blancas,r4rk1/pb3pbp/1p2p1p1/2P3B1/8/2PB3P/P1P2PP1/3RR1K1 b - - 0 18,bxc3,80.0,g7c3,0,Medio_juego
5417,59,18,negras,r4rk1/pb3p1p/1p2p1p1/2P3B1/8/2bB3P/P1P2PP1/3RR1K1 w - - 0 19,Bxc3,-12.0,e1e3,0,Medio_juego
5418,59,19,blancas,r4rk1/pb3p1p/1p2p1p1/2P3B1/8/2bBR2P/P1P2PP1/3R2K1 b - - 1 19,Re3,150.0,f7f6,0,Medio_juego
5419,59,19,negras,r4rk1/pb3p1p/4p1p1/2p3B1/8/2bBR2P/P1P2PP1/3R2K1 w - - 0 20,bxc5,9.0,d3g6,0,Medio_juego
5420,59,20,blancas,r4rk1/pb3p1p/4p1p1/2p3B1/4B3/2b1R2P/P1P2PP1/3R2K1 b - - 1 20,Be4,21.0,b7e4,0,Medio_juego
5421,59,20,negras,r4rk1/p4p1p/4p1p1/2p3B1/4b3/2b1R2P/P1P2PP1/3R2K1 w - - 0 21,Bxe4,-2.0,e3c3,0,Medio_juego
5422,59,21,blancas,r4rk1/p4p1p/4p1p1/2p3B1/4b3/2R4P/P1P2PP1/3R2K1 b - - 0 21,Rxc3,45.0,f7f6,0,Medio_juego
5423,59,21,negras,2r2rk1/p4p1p/4p1p1/2p3B1/4b3/2R4P/P1P2PP1/3R2K1 w - - 1 22,Rac8,20.0,f2f3,0,Medio_juego
5424,59,22,blancas,2r2rk1/p4p1p/4pBp1/2p5/4b3/2R4P/P1P2PP1/3R2K1 b - - 2 22,Bf6,-2.0,e4d5,0,Medio_juego
5425,59,22,negras,2r2rk1/p4p1p/4pBp1/2pb4/8/2R4P/P1P2PP1/3R2K1 w - - 3 23,Bd5,8.0,c3d3,0,Medio_juego
5426,59,23,blancas,2r2rk1/p4p1p/4pBp1/2pb4/8/P1R4P/2P2PP1/3R2K1 b - - 0 23,a3,22.0,c8c6,0,Medio_juego
5427,59,23,negras,2r2rk1/p4p1p/4pBp1/3b4/2p5/P1R4P/2P2PP1/3R2K1 w - - 0 24,c4,-1.0,d1d4,0,Medio_juego
5428,59,24,blancas,2r2rk1/p4p1p/4pBp1/3b4/2p4P/P1R5/2P2PP1/3R2K1 b - - 0 24,h4,-3.0,h7h5,0,Medio_juego
5429,59,24,negras,2r2rk1/p4p2/4pBpp/3b4/2p4P/P1R5/2P2PP1/3R2K1 w - - 0 25,h6,3.0,g1f1,0,Medio_juego
5430,59,25,blancas,2r2rk1/p4p2/4pBpp/3b4/2p4P/P1R5/2P2PP1/1R4K1 b - - 1 25,Rb1,25.0,h6h5,0,Medio_juego
5431,59,25,negras,1r3rk1/p4p2/4pBpp/3b4/2p4P/P1R5/2P2PP1/1R4K1 w - - 2 26,Rb8,-20.0,b1b4,0,Medio_juego
5432,59,26,blancas,1r3rk1/p4p2/4pBpp/3b4/1Rp4P/P1R5/2P2PP1/6K1 b - - 3 26,Rb4,31.0,f8c8,0,Medio_juego
5433,59,26,negras,1r3rk1/5p2/4pBpp/p2b4/1Rp4P/P1R5/2P2PP1/6K1 w - - 0 27,a5,-28.0,b4a4,0,Medio_juego
5434,59,27,blancas,1R3rk1/5p2/4pBpp/p2b4/2p4P/P1R5/2P2PP1/6K1 b - - 0 27,Rxb8,43.0,f8b8,0,Medio_juego
5435,59,27,negras,1r4k1/5p2/4pBpp/p2b4/2p4P/P1R5/2P2PP1/6K1 w - - 0 28,Rxb8,-34.0,f2f3,0,Final
