,Id_partida,Id_jugada,turno,FEN,jugada_realizada,valoracion_stockfish,mejor_jugada_stockfish,resultado,parte_partida
2105,25,4,negras,rnbqkb1r/pp2pppp/3p1n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,Nf6,34.0,b1c3,0,Apertura
2106,25,5,blancas,rnbqkb1r/pp2pppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,Nc3,-55.0,a7a6,0,Apertura
2107,25,5,negras,rnbqkb1r/pp2pp1p/3p1np1/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,g6,10.0,f1c4,0,Apertura
2108,25,6,blancas,rnbqkb1r/pp2pp1p/3p1np1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq - 1 6,Be3,-51.0,f8g7,0,Apertura
2109,25,6,negras,rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 2 7,Bg7,27.0,d4f3,0,Apertura
2110,25,7,blancas,rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N1B3/PPPQ1PPP/R3KB1R b KQkq - 3 7,Qd2,59.0,b8c6,0,Medio_juego
2111,25,7,negras,rnbqk2r/pp2ppbp/3p2p1/8/3NP1n1/2N1B3/PPPQ1PPP/R3KB1R w KQkq - 4 8,Ng4,29.0,e3f4,0,Medio_juego
2112,25,8,blancas,rnbqk2r/pp2ppbp/3p2p1/6B1/3NP1n1/2N5/PPPQ1PPP/R3KB1R b KQkq - 5 8,Bg5,36.0,b8c6,0,Medio_juego
2113,25,8,negras,rnbqk2r/pp2ppb1/3p2pp/6B1/3NP1n1/2N5/PPPQ1PPP/R3KB1R w KQkq - 0 9,h6,12.0,g5f4,0,Medio_juego
2114,25,9,blancas,rnbqk2r/pp2ppb1/3p2pp/8/3NP1nB/2N5/PPPQ1PPP/R3KB1R b KQkq - 1 9,Bh4,15.0,b8c6,0,Medio_juego
2115,25,9,negras,r1bqk2r/pp2ppb1/2np2pp/8/3NP1nB/2N5/PPPQ1PPP/R3KB1R w KQkq - 2 10,Nc6,25.0,f1b5,0,Medio_juego
2116,25,10,blancas,r1bqk2r/pp2ppb1/2np2pp/8/4P1nB/1NN5/PPPQ1PPP/R3KB1R b KQkq - 3 10,Nb3,-22.0,g6g5,0,Medio_juego
2117,25,10,negras,r1bqk2r/pp2ppb1/2np1npp/8/4P2B/1NN5/PPPQ1PPP/R3KB1R w KQkq - 4 11,Nf6,13.0,f2f3,0,Medio_juego
2118,25,11,blancas,r1bqk2r/pp2ppb1/2np1npp/8/4P2B/1NN2P2/PPPQ2PP/R3KB1R b KQkq - 0 11,f3,-54.0,e8g8,0,Medio_juego
2119,25,11,negras,r1bqk2r/1p2ppb1/p1np1npp/8/4P2B/1NN2P2/PPPQ2PP/R3KB1R w KQkq - 0 12,a6,45.0,e1c1,0,Medio_juego
2120,25,12,blancas,r1bqk2r/1p2ppb1/p1np1npp/8/4P2B/1NN2P2/PPPQB1PP/R3K2R b KQkq - 1 12,Be2,-29.0,e8g8,0,Medio_juego
2121,25,12,negras,r1bq1rk1/1p2ppb1/p1np1npp/8/4P2B/1NN2P2/PPPQB1PP/R3K2R w KQ - 2 13,O-O,24.0,e1c1,0,Medio_juego
2122,25,13,blancas,r1bq1rk1/1p2ppb1/p1np1npp/8/4P3/1NN2P2/PPPQBBPP/R3K2R b KQ - 3 13,Bf2,40.0,b7b5,0,Medio_juego
2123,25,13,negras,r1bq1rk1/1p2ppb1/p2p1npp/n7/4P3/1NN2P2/PPPQBBPP/R3K2R w KQ - 4 14,Na5,78.0,e1c1,0,Medio_juego
2124,25,14,blancas,r1bq1rk1/1p2ppb1/p2p1npp/n7/4P3/1NN2P2/PPPQBBPP/R4RK1 b - - 5 14,O-O,-12.0,b7b5,0,Medio_juego
2125,25,14,negras,r2q1rk1/1p2ppb1/p2pbnpp/n7/4P3/1NN2P2/PPPQBBPP/R4RK1 w - - 6 15,Be6,49.0,b3d4,0,Medio_juego
2126,25,15,blancas,r2q1rk1/1p2ppb1/p2pbnpp/n2N4/4P3/1N3P2/PPPQBBPP/R4RK1 b - - 7 15,Nd5,-16.0,f6d5,0,Medio_juego
2127,25,15,negras,r2q1rk1/1p2ppb1/p2pbnpp/3N4/4P3/1n3P2/PPPQBBPP/R4RK1 w - - 0 16,Nxb3,35.0,a2b3,0,Medio_juego
2128,25,16,blancas,r2q1rk1/1p2ppb1/p2pbnpp/3N4/4P3/1P3P2/1PPQBBPP/R4RK1 b - - 0 16,axb3,-30.0,f6d5,0,Medio_juego
2129,25,16,negras,r2q1rk1/1p2ppb1/p2pb1pp/3n4/4P3/1P3P2/1PPQBBPP/R4RK1 w - - 0 17,Nxd5,55.0,e4d5,0,Medio_juego
2130,25,17,blancas,r2q1rk1/1p2ppb1/p2pb1pp/3P4/8/1P3P2/1PPQBBPP/R4RK1 b - - 0 17,exd5,-10.0,e6f5,0,Medio_juego
2131,25,17,negras,r2q1rk1/1p2ppb1/p2p2pp/3P1b2/8/1P3P2/1PPQBBPP/R4RK1 w - - 1 18,Bf5,55.0,g2g4,0,Medio_juego
2132,25,18,blancas,r2q1rk1/1p2ppb1/p2p2pp/3P1b2/8/1PP2P2/1P1QBBPP/R4RK1 b - - 0 18,c3,-32.0,h6h5,0,Medio_juego
2133,25,18,negras,r2q1rk1/1p3pb1/p2p2pp/3Ppb2/8/1PP2P2/1P1QBBPP/R4RK1 w - e6 0 19,e5,38.0,g2g4,0,Medio_juego
2134,25,19,blancas,r2q1rk1/1p3pb1/p2pP1pp/5b2/8/1PP2P2/1P1QBBPP/R4RK1 b - - 0 19,dxe6,-29.0,f5e6,0,Medio_juego
2135,25,19,negras,r2q1rk1/1p3pb1/p2pb1pp/8/8/1PP2P2/1P1QBBPP/R4RK1 w - - 0 20,Bxe6,34.0,b3b4,0,Medio_juego
2136,25,20,blancas,r2q1rk1/1p3pb1/p2pb1pp/8/1P6/2P2P2/1P1QBBPP/R4RK1 b - - 0 20,b4,-36.0,f8e8,0,Medio_juego
2137,25,20,negras,r2qr1k1/1p3pb1/p2pb1pp/8/1P6/2P2P2/1P1QBBPP/R4RK1 w - - 1 21,Re8,50.0,f1d1,0,Medio_juego
2138,25,21,blancas,r2qr1k1/1p3pb1/p2pb1pp/8/1P6/2P2P2/1P1QBBPP/R3R1K1 b - - 2 21,Rfe1,-40.0,d8c7,0,Medio_juego
2139,25,21,negras,r3r1k1/1p1q1pb1/p2pb1pp/8/1P6/2P2P2/1P1QBBPP/R3R1K1 w - - 3 22,Qd7,46.0,a1d1,0,Medio_juego
2140,25,22,blancas,r3r1k1/1p1q1pb1/p2pb1pp/8/1P1B4/2P2P2/1P1QB1PP/R3R1K1 b - - 4 22,Bd4,-75.0,e6b3,0,Medio_juego
2141,25,22,negras,2r1r1k1/1p1q1pb1/p2pb1pp/8/1P1B4/2P2P2/1P1QB1PP/R3R1K1 w - - 5 23,Rac8,106.0,e2f1,0,Medio_juego
2142,25,23,blancas,2r1r1k1/1p1q1pB1/p2pb1pp/8/1P6/2P2P2/1P1QB1PP/R3R1K1 b - - 0 23,Bxg7,-59.0,g8g7,0,Medio_juego
2143,25,23,negras,2r1r3/1p1q1pk1/p2pb1pp/8/1P6/2P2P2/1P1QB1PP/R3R1K1 w - - 0 24,Kxg7,77.0,a1d1,0,Medio_juego
2144,25,24,blancas,2r1r3/1p1q1pk1/p2pb1pp/8/1P6/2P2P2/1P1QB1PP/3RR1K1 b - - 1 24,Rad1,-66.0,d7c7,0,Medio_juego
2145,25,24,negras,2r1r3/1p1q1pk1/p2p2pp/8/1P6/1bP2P2/1P1QB1PP/3RR1K1 w - - 2 25,Bb3,28.0,d2d6,0,Medio_juego
2146,25,25,blancas,2r1r3/1p1q1pk1/p2p2pp/8/1P1Q4/1bP2P2/1P2B1PP/3RR1K1 b - - 3 25,Qd4+,-55.0,g7h7,0,Medio_juego
2147,25,25,negras,2r1r1k1/1p1q1p2/p2p2pp/8/1P1Q4/1bP2P2/1P2B1PP/3RR1K1 w - - 4 26,Kg8,86.0,d4d6,0,Medio_juego
2148,25,26,blancas,2r1r1k1/1p1q1p2/p2p2pp/8/1P1Q4/1bP2P2/1P2B1PP/R3R1K1 b - - 5 26,Ra1,-13.0,e8e5,0,Medio_juego
2149,25,26,negras,2r3k1/1p1q1p2/p2p2pp/4r3/1P1Q4/1bP2P2/1P2B1PP/R3R1K1 w - - 6 27,Re5,38.0,h2h3,0,Medio_juego
2150,25,27,blancas,2r3k1/1p1q1p2/p2p2pp/4r3/1P1Q1P2/1bP5/1P2B1PP/R3R1K1 b - - 0 27,f4,28.0,e5e6,0,Medio_juego
2151,25,27,negras,2r3k1/1p1q1p2/p2p2pp/3r4/1P1Q1P2/1bP5/1P2B1PP/R3R1K1 w - - 1 28,Rd5,24.0,d4f2,0,Medio_juego
2152,25,28,blancas,2r3k1/1p1q1p2/p2p2pp/3r4/1P3P2/1bP5/1P2BQPP/R3R1K1 b - - 2 28,Qf2,98.0,d5d2,0,Medio_juego
2153,25,28,negras,2r3k1/1p1q1p2/p2p2p1/3r3p/1P3P2/1bP5/1P2BQPP/R3R1K1 w - - 0 29,h5,73.0,e2f3,0,Medio_juego
2154,25,29,blancas,2r3k1/1p1q1p2/p2p2p1/3r3p/1P3P2/1bP2B2/1P3QPP/R3R1K1 b - - 1 29,Bf3,-51.0,d5d3,0,Medio_juego
2155,25,29,negras,2r3k1/1p1q1p2/p2p2p1/1r5p/1P3P2/1bP2B2/1P3QPP/R3R1K1 w - - 2 30,Rb5,60.0,h2h3,0,Medio_juego
2156,25,30,blancas,2r3k1/1p1q1p2/p2p2p1/1r5p/1P2BP2/1bP5/1P3QPP/R3R1K1 b - - 3 30,Be4,-62.0,d6d5,0,Medio_juego
2157,25,30,negras,2r3k1/1p1q1p2/p2pb1p1/1r5p/1P2BP2/2P5/1P3QPP/R3R1K1 w - - 4 31,Be6,102.0,e4d3,0,Medio_juego
2158,25,31,blancas,2r3k1/1p1q1p2/p2pb1p1/1r5p/1P2BP2/2P5/1P3QPP/3RR1K1 b - - 5 31,Rad1,-86.0,c8e8,0,Medio_juego
2159,25,31,negras,2r3k1/1pq2p2/p2pb1p1/1r5p/1P2BP2/2P5/1P3QPP/3RR1K1 w - - 6 32,Qc7,439.0,e4g6,0,Medio_juego
2160,25,32,blancas,2r3k1/1pq2p2/p2pb1B1/1r5p/1P3P2/2P5/1P3QPP/3RR1K1 b - - 0 32,Bxg6,-358.0,e6g4,0,Medio_juego
2161,25,32,negras,2r3k1/1pq2p2/p2p2B1/1r5p/1P3Pb1/2P5/1P3QPP/3RR1K1 w - - 1 33,Bg4,365.0,g6d3,0,Medio_juego
2162,25,33,blancas,2r3k1/1pq2p2/p2p4/1r5p/1P3Pb1/2PB4/1P3QPP/3RR1K1 b - - 2 33,Bd3,-446.0,b5d5,0,Medio_juego
2163,25,33,negras,2r3k1/1pq2p2/p2p4/1r5p/1P3P2/2PB4/1P3QPP/3bR1K1 w - - 0 34,Bxd1,407.0,d3b5,0,Medio_juego
2164,25,34,blancas,2r3k1/1pq2p2/p2p4/1B5p/1P3P2/2P5/1P3QPP/3bR1K1 b - - 0 34,Bxb5,-333.0,d1g4,0,Medio_juego
2165,25,34,negras,2r3k1/1pq2p2/3p4/1p5p/1P3P2/2P5/1P3QPP/3bR1K1 w - - 0 35,axb5,357.0,e1d1,0,Medio_juego
2166,25,35,blancas,2r3k1/1pq2p2/3p4/1p5p/1P3P2/2P5/1P3QPP/3R2K1 b - - 0 35,Rxd1,-314.0,c7d7,0,Final
2167,25,35,negras,4r1k1/1pq2p2/3p4/1p5p/1P3P2/2P5/1P3QPP/3R2K1 w - - 1 36,Re8,352.0,h2h3,0,Final
2168,25,36,blancas,4r1k1/1pq2p2/3p4/1p1R3p/1P3P2/2P5/1P3QPP/6K1 b - - 2 36,Rd5,-435.0,c7c4,0,Final
2169,25,36,negras,4r1k1/1p3p2/3p4/1p1R3p/1Pq2P2/2P5/1P3QPP/6K1 w - - 3 37,Qc4,470.0,d5h5,0,Final
2170,25,37,blancas,4r1k1/1p3p2/3p4/1p5R/1Pq2P2/2P5/1P3QPP/6K1 b - - 0 37,Rxh5,-402.0,e8e2,0,Final
2171,25,37,negras,4r1k1/1p3p2/3p4/1p5R/1P3P2/2Pq4/1P3QPP/6K1 w - - 1 38,Qd3,519.0,f2g3,0,Final
2172,25,38,blancas,4r1k1/1p3p2/3p4/1p5R/1P3P2/2Pq2Q1/1P4PP/6K1 b - - 2 38,Qg3+,-506.0,d3g3,0,Final
2173,25,38,negras,4r1k1/1p3p2/3p4/1p5R/1P3P2/2P3q1/1P4PP/6K1 w - - 0 39,Qxg3,398.0,h2g3,0,Final
2174,25,39,blancas,4r1k1/1p3p2/3p4/1p5R/1P3P2/2P3P1/1P4P1/6K1 b - - 0 39,hxg3,-439.0,e8e2,0,Final
2175,25,39,negras,6k1/1p3p2/3p4/1p5R/1P3P2/2P3P1/1P2r1P1/6K1 w - - 1 40,Re2,531.0,h5b5,0,Final
2176,25,40,blancas,6k1/1p3p2/3p4/1R6/1P3P2/2P3P1/1P2r1P1/6K1 b - - 0 40,Rxb5,-481.0,e2b2,0,Final
2177,25,40,negras,6k1/1p3p2/3p4/1R6/1P3P2/2P3P1/1r4P1/6K1 w - - 0 41,Rxb2,539.0,b5b7,0,Final
2178,25,41,blancas,6k1/1R3p2/3p4/8/1P3P2/2P3P1/1r4P1/6K1 b - - 0 41,Rxb7,-492.0,d6d5,0,Final
2179,25,41,negras,6k1/1R3p2/8/3p4/1P3P2/2P3P1/1r4P1/6K1 w - - 0 42,d5,434.0,g1f1,0,Final
2180,25,42,blancas,6k1/3R1p2/8/3p4/1P3P2/2P3P1/1r4P1/6K1 b - - 1 42,Rd7,-648.0,g8f8,0,Final
2181,26,1,blancas,rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,c4,-42.0,b8c6,0,Apertura
2182,26,1,negras,rnbqkb1r/pppppppp/5n2/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 1 2,Nf6,61.0,d2d4,0,Apertura
2183,26,2,blancas,rnbqkb1r/pppppppp/5n2/8/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq - 2 2,Nc3,-17.0,e7e5,0,Apertura
2184,26,2,negras,rnbqkb1r/pp1ppppp/5n2/2p5/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 0 3,c5,31.0,g1f3,0,Apertura
2185,26,3,blancas,rnbqkb1r/pp1ppppp/5n2/2p5/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3,g3,-33.0,b8c6,0,Apertura
2186,26,3,negras,rnbqkb1r/pp1p1ppp/4pn2/2p5/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 4,e6,51.0,f1g2,0,Apertura
2187,26,4,blancas,rnbqkb1r/pp1p1ppp/4pn2/2p5/2P5/2N2NP1/PP1PPP1P/R1BQKB1R b KQkq - 1 4,Nf3,-31.0,b7b6,0,Apertura
2188,26,4,negras,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/2P5/2N2NP1/PP1PPP1P/R1BQKB1R w KQkq - 2 5,Nc6,73.0,f1g2,0,Apertura
2189,26,5,blancas,r1bqkb1r/pp1p1ppp/2n1pn2/2p5/2P5/2N2NP1/PP1PPPBP/R1BQK2R b KQkq - 3 5,Bg2,-36.0,a8b8,0,Apertura
2190,26,5,negras,r1bqkb1r/pp3ppp/2n1pn2/2pp4/2P5/2N2NP1/PP1PPPBP/R1BQK2R w KQkq - 0 6,d5,45.0,d2d4,0,Apertura
2191,26,6,blancas,r1bqkb1r/pp3ppp/2n1pn2/2pP4/8/2N2NP1/PP1PPPBP/R1BQK2R b KQkq - 0 6,cxd5,-41.0,e6d5,0,Apertura
2192,26,6,negras,r1bqkb1r/pp3ppp/2n2n2/2pp4/8/2N2NP1/PP1PPPBP/R1BQK2R w KQkq - 0 7,exd5,52.0,d2d4,0,Apertura
2193,26,7,blancas,r1bqkb1r/pp3ppp/2n2n2/2pp4/3P4/2N2NP1/PP2PPBP/R1BQK2R b KQkq - 0 7,d4,-3.0,c5c4,0,Apertura
2194,26,7,negras,r1bqk2r/pp2bppp/2n2n2/2pp4/3P4/2N2NP1/PP2PPBP/R1BQK2R w KQkq - 1 8,Be7,18.0,e1g1,0,Medio_juego
2195,26,8,blancas,r1bqk2r/pp2bppp/2n2n2/2pp4/3P4/2N1BNP1/PP2PPBP/R2QK2R b KQkq - 2 8,Be3,0,c5c4,0,Medio_juego
2196,26,8,negras,r1bqk2r/pp2bppp/2n2n2/3p4/2pP4/2N1BNP1/PP2PPBP/R2QK2R w KQkq - 0 9,c4,-13.0,e1g1,0,Medio_juego
2197,26,9,blancas,r1bqk2r/pp2bppp/2n2n2/3pN3/2pP4/2N1B1P1/PP2PPBP/R2QK2R b KQkq - 1 9,Ne5,19.0,e8g8,0,Medio_juego
2198,26,9,negras,r1bq1rk1/pp2bppp/2n2n2/3pN3/2pP4/2N1B1P1/PP2PPBP/R2QK2R w KQ - 2 10,O-O,-50.0,e1g1,0,Medio_juego
2199,26,10,blancas,r1bq1rk1/pp2bppp/2n2n2/3pN3/2pP4/2N1B1P1/PP2PPBP/R2Q1RK1 b - - 3 10,O-O,70.0,c8f5,0,Medio_juego
2200,26,10,negras,r2q1rk1/pp2bppp/2n1bn2/3pN3/2pP4/2N1B1P1/PP2PPBP/R2Q1RK1 w - - 4 11,Be6,-58.0,e3g5,0,Medio_juego
2201,26,11,blancas,r2q1rk1/pp2bppp/2n1bn2/3p4/2NP4/2N1B1P1/PP2PPBP/R2Q1RK1 b - - 0 11,Nxc4,-115.0,d5c4,0,Medio_juego
2202,26,11,negras,r2q1rk1/pp2bppp/2n1bn2/8/2pP4/2N1B1P1/PP2PPBP/R2Q1RK1 w - - 0 12,dxc4,58.0,d4d5,0,Medio_juego
2203,26,12,blancas,r2q1rk1/pp2bppp/2n1bn2/3P4/2p5/2N1B1P1/PP2PPBP/R2Q1RK1 b - - 0 12,d5,-53.0,f6d5,0,Medio_juego
2204,26,12,negras,r2q1rk1/pp2bppp/2n1b3/3n4/2p5/2N1B1P1/PP2PPBP/R2Q1RK1 w - - 0 13,Nxd5,54.0,c3d5,0,Medio_juego
2205,26,13,blancas,r2q1rk1/pp2bppp/2n1b3/3N4/2p5/4B1P1/PP2PPBP/R2Q1RK1 b - - 0 13,Nxd5,-74.0,e7g5,0,Medio_juego
2206,26,13,negras,r2q1rk1/pp3ppp/2n1bb2/3N4/2p5/4B1P1/PP2PPBP/R2Q1RK1 w - - 1 14,Bf6,107.0,d1d2,0,Medio_juego
2207,26,14,blancas,r2q1rk1/pp3ppp/2n1bb2/3N4/2p5/4B1P1/PP1QPPBP/R4RK1 b - - 2 14,Qd2,-31.0,f6b2,0,Medio_juego
2208,26,14,negras,r2q1rk1/pp3ppp/2n1b3/3N4/2pb4/4B1P1/PP1QPPBP/R4RK1 w - - 3 15,Bd4,53.0,e3d4,0,Medio_juego
2209,26,15,blancas,r2q1rk1/pp3ppp/2n1b3/8/2pb1N2/4B1P1/PP1QPPBP/R4RK1 b - - 4 15,Nf4,-86.0,f8e8,0,Medio_juego
2210,26,15,negras,r2q1rk1/pp3ppp/2n1b3/8/2p2N2/4b1P1/PP1QPPBP/R4RK1 w - - 0 16,Bxe3,146.0,d2e3,0,Medio_juego
2211,26,16,blancas,r2q1rk1/pp3ppp/2n1b3/8/2p2N2/4Q1P1/PP2PPBP/R4RK1 b - - 0 16,Qxe3,-92.0,f8e8,0,Medio_juego
2212,26,16,negras,r2qr1k1/pp3ppp/2n1b3/8/2p2N2/4Q1P1/PP2PPBP/R4RK1 w - - 1 17,Re8,100.0,a1d1,0,Medio_juego
2213,26,17,blancas,r2qr1k1/pp3ppp/2n1b3/8/2p2N2/4Q1P1/PP2PPBP/R2R2K1 b - - 2 17,Rfd1,-119.0,d8f6,0,Medio_juego
2214,26,17,negras,r3r1k1/pp3ppp/2n1bq2/8/2p2N2/4Q1P1/PP2PPBP/R2R2K1 w - - 3 18,Qf6,139.0,d1c1,0,Medio_juego
2215,26,18,blancas,r3r1k1/pp3ppp/2B1bq2/8/2p2N2/4Q1P1/PP2PP1P/R2R2K1 b - - 0 18,Bxc6,-35.0,b7c6,0,Medio_juego
2216,26,18,negras,r3r1k1/p4ppp/2p1bq2/8/2p2N2/4Q1P1/PP2PP1P/R2R2K1 w - - 0 19,bxc6,12.0,a1b1,0,Medio_juego
2217,26,19,blancas,r3r1k1/p4ppp/2p1bq2/8/2pQ1N2/6P1/PP2PP1P/R2R2K1 b - - 1 19,Qd4,-25.0,f6d4,0,Medio_juego
2218,26,19,negras,r3r1k1/p4ppp/2p1b3/8/2pq1N2/6P1/PP2PP1P/R2R2K1 w - - 0 20,Qxd4,50.0,d1d4,0,Medio_juego
2219,26,20,blancas,r3r1k1/p4ppp/2p1b3/8/2pR1N2/6P1/PP2PP1P/R5K1 b - - 0 20,Rxd4,-60.0,g7g5,0,Medio_juego
2220,26,20,negras,r3r1k1/p4ppp/2p5/3b4/2pR1N2/6P1/PP2PP1P/R5K1 w - - 1 21,Bd5,64.0,e2e3,0,Medio_juego
2221,26,21,blancas,r3r1k1/p4ppp/2p5/3b4/2pR1N2/6P1/PP2PP1P/3R2K1 b - - 2 21,Rad1,-93.0,a7a5,0,Medio_juego
2222,26,21,negras,r3r1k1/p4ppp/2p5/3b4/3R1N2/2p3P1/PP2PP1P/3R2K1 w - - 0 22,c3,50.0,f4d5,0,Medio_juego
2223,26,22,blancas,r3r1k1/p4ppp/2p5/3N4/3R4/2p3P1/PP2PP1P/3R2K1 b - - 0 22,Nxd5,-50.0,c6d5,0,Medio_juego
2224,26,22,negras,r3r1k1/p4ppp/8/3p4/3R4/2p3P1/PP2PP1P/3R2K1 w - - 0 23,cxd5,39.0,b2c3,0,Final
2225,26,23,blancas,r3r1k1/p4ppp/8/3p4/3R4/2P3P1/P3PP1P/3R2K1 b - - 0 23,bxc3,-46.0,e8e2,0,Final
2226,26,23,negras,r5k1/p4ppp/8/3p4/3R4/2P3P1/P3rP1P/3R2K1 w - - 0 24,Rxe2,46.0,d4d5,0,Final
2227,26,24,blancas,r5k1/p4ppp/8/3R4/8/2P3P1/P3rP1P/3R2K1 b - - 0 24,Rxd5,-28.0,g7g6,0,Final
2228,26,24,negras,r5k1/p4p1p/6p1/3R4/8/2P3P1/P3rP1P/3R2K1 w - - 0 25,g6,39.0,a2a4,0,Final
2229,26,25,blancas,r5k1/p4p1p/6p1/8/8/2P3P1/P2RrP1P/3R2K1 b - - 1 25,R5d2,-55.0,e2d2,0,Final
2230,26,25,negras,r5k1/p4p1p/6p1/8/8/2P3P1/P2r1P1P/3R2K1 w - - 0 26,Rxd2,81.0,d1d2,0,Final
2231,26,26,blancas,r5k1/p4p1p/6p1/8/8/2P3P1/P2R1P1P/6K1 b - - 0 26,Rxd2,-30.0,a8c8,0,Final
2232,26,26,negras,2r3k1/p4p1p/6p1/8/8/2P3P1/P2R1P1P/6K1 w - - 1 27,Rc8,77.0,d2d7,0,Final
2233,26,27,blancas,2r3k1/p4p1p/6p1/8/8/2P3P1/P1R2P1P/6K1 b - - 2 27,Rc2,-73.0,c8c4,0,Final
2234,26,27,negras,6k1/p4p1p/6p1/8/2r5/2P3P1/P1R2P1P/6K1 w - - 3 28,Rc4,80.0,g1f1,0,Final
2235,26,28,blancas,6k1/p4p1p/6p1/8/2r5/2P3P1/P1R2P1P/5K2 b - - 4 28,Kf1,-101.0,h7h5,0,Final
2236,26,28,negras,5k2/p4p1p/6p1/8/2r5/2P3P1/P1R2P1P/5K2 w - - 5 29,Kf8,106.0,f1e2,0,Final
2237,26,29,blancas,5k2/p4p1p/6p1/8/2r5/2P3P1/P1R1KP1P/8 b - - 6 29,Ke2,-111.0,f8e7,0,Final
2238,26,29,negras,8/p3kp1p/6p1/8/2r5/2P3P1/P1R1KP1P/8 w - - 7 30,Ke7,108.0,e2d3,0,Final
2239,26,30,blancas,8/p3kp1p/6p1/8/2r5/2PK2P1/P1R2P1P/8 b - - 8 30,Kd3,-94.0,c4a4,0,Final
2240,26,30,negras,8/p3kp1p/6p1/8/r7/2PK2P1/P1R2P1P/8 w - - 9 31,Ra4,108.0,c3c4,0,Final
2241,26,31,blancas,8/p3kp1p/6p1/8/r7/2PK2P1/P2R1P1P/8 b - - 10 31,Rd2,-102.0,e7f6,0,Final
2242,26,31,negras,8/p4p1p/4k1p1/8/r7/2PK2P1/P2R1P1P/8 w - - 11 32,Ke6,142.0,c3c4,0,Final
2243,26,32,blancas,8/p4p1p/4k1p1/8/r1P5/3K2P1/P2R1P1P/8 b - - 0 32,c4,-113.0,f7f5,0,Final
2244,26,32,negras,8/p4p1p/4k1p1/8/2P5/r2K2P1/P2R1P1P/8 w - - 1 33,Ra3+,121.0,d3d4,0,Final
2245,26,33,blancas,8/p4p1p/4k1p1/8/2P1K3/r5P1/P2R1P1P/8 b - - 2 33,Ke4,-141.0,a7a6,0,Final
2246,26,33,negras,8/p4p2/4k1p1/7p/2P1K3/r5P1/P2R1P1P/8 w - - 0 34,h5,130.0,c4c5,0,Final
2247,26,34,blancas,8/p4p2/4k1p1/7p/2P1KP2/r5P1/P2R3P/8 b - - 0 34,f4,-81.0,h5h4,0,Final
2248,26,34,negras,8/p7/4kpp1/7p/2P1KP2/r5P1/P2R3P/8 w - - 0 35,f6,102.0,d2e2,0,Final
2249,26,35,blancas,8/p7/4kpp1/7p/2P1KP2/r5P1/P3R2P/8 b - - 1 35,Re2,-137.0,e6d6,0,Final
2250,26,35,negras,8/p7/4kpp1/7p/r1P1KP2/6P1/P3R2P/8 w - - 2 36,Ra4,82.0,e2c2,0,Final
2251,26,36,blancas,8/p7/4kpp1/7p/r1PK1P2/6P1/P3R2P/8 b - - 3 36,Kd4+,-113.0,e6d6,0,Final
2252,26,36,negras,8/p7/3k1pp1/7p/r1PK1P2/6P1/P3R2P/8 w - - 4 37,Kd6,68.0,h2h4,0,Final
2253,26,37,blancas,8/p7/3k1pp1/7p/r1PK1P2/6P1/P4R1P/8 b - - 5 37,Rf2,-146.0,d6e6,0,Final
2254,26,37,negras,8/p7/3k1pp1/r6p/2PK1P2/6P1/P4R1P/8 w - - 6 38,Ra5,107.0,f2e2,0,Final
2255,26,38,blancas,8/p7/3k1pp1/r6p/2P2P2/2K3P1/P4R1P/8 b - - 7 38,Kc3,-87.0,d6c5,0,Final
2256,26,38,negras,8/p7/5pp1/r1k4p/2P2P2/2K3P1/P4R1P/8 w - - 8 39,Kc5,214.0,c3b3,0,Final
2257,26,39,blancas,8/p7/5pp1/r1k4p/2P2P2/1K4P1/P4R1P/8 b - - 9 39,Kb3,5.0,f6f5,0,Final
2258,26,39,negras,8/p7/r4pp1/2k4p/2P2P2/1K4P1/P4R1P/8 w - - 10 40,Ra6,34.0,f2d2,0,Final
2259,26,40,blancas,8/p7/r4pp1/2k4p/2P2P2/1K4P1/P2R3P/8 b - - 11 40,Rd2,-33.0,a6e6,0,Final
2260,27,1,blancas,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e4,-51.0,e7e5,2,Apertura
2261,27,1,negras,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e5,35.0,g1f3,2,Apertura
2262,27,2,blancas,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Nf3,-51.0,b8c6,2,Apertura
